z,LO2,LO3,LnHbeta,LbHbeta,LnHalpha,LbHalpha,LNII,LSII,LFeII,L5100,fwhm_bHbeta,fwhm_OIII
0.102402,40.5110359288,40.9017464483,39.5747320015,41.4322837301,40.1936569902,41.8368031789,39.8228992362,39.9814392595,41.7300245611,43.4757047077,3065.22715862,200.993565524
0.1024374,40.8828025956,41.5378167764,40.469948135,41.3546669011,40.7854810049,41.8053293176,40.625646379,40.5387077,41.2978778377,43.5653224761,4041.04869452,256.141321058
0.102508,40.611148389,40.9758904394,39.9185985462,41.3907958657,40.6206367216,41.7947693669,40.4204181082,40.2022039907,41.7273939413,43.6851624079,3590.68513105,245.260014471
0.1027043,40.6259578593,41.1574552085,40.3357060012,41.2185250177,40.7072584218,41.6453042504,40.6811673247,40.4078302099,41.321728408,43.6150206738,4080.63479973,407.697793836
0.1027463,41.097288538,41.7062813142,40.6655980488,41.6382892245,40.9822871595,42.0111063735,40.8802290228,40.7628945851,41.879827727,43.742990194,3123.58345582,325.352270096
0.1030621,40.3205973337,40.8733168706,39.6419213594,41.2961346996,39.9629491777,41.7249846827,39.9067572016,39.9517420451,41.1906828425,43.5612282892,4759.60664504,340.621664977
0.1030937,40.6172406669,41.2518613859,39.9243399876,41.1488816509,40.7167806273,41.526811356,40.5184428109,40.2083371657,41.6452033789,43.5938462042,1450.78000903,311.246549582
0.1030941,40.2445886544,40.9856623935,39.8515264569,40.7427010404,40.3335162385,41.2751351586,39.9999379026,39.7790044028,41.1881520099,43.2453940294,1286.90916794,336.126321211
0.1034894,41.2822102128,41.4661726773,40.4489705738,41.4818190709,40.7493079912,42.080654654,40.5661135205,40.7617488675,41.6080284973,43.4668501735,3934.6415053,315.427654885
0.103548,40.0484423283,40.5303703062,39.8677638277,40.9216847508,40.2624181193,41.3754133292,40.2260321516,39.9823947059,41.5261756302,43.4081671728,2552.37504186,437.281558698
0.1036019,40.291462589,40.6795011057,39.790495971,40.9766323281,40.349641995,41.5487566389,40.1505315417,40.0584850619,41.6681335489,43.4685162476,1838.68109862,342.012265906
0.1039666,40.543528851,40.9140200545,40.422932617,40.9534679178,40.7222416708,41.4732740309,40.4237405137,40.2461415717,41.184780002,43.517168099,2280.35378826,316.884361979
0.1039815,40.348270756,40.6352960944,39.650866646,41.2944194947,40.2206890186,41.7895034665,40.0903007274,40.1261805759,41.5934005631,43.4790089589,3746.17208286,320.039861508
0.104257,40.4880530705,41.5685466112,40.6880727414,41.5436227322,41.0210392495,41.9794282337,39.8458547523,40.0471879996,41.6283620166,43.5099758429,3366.31354936,259.565715373
0.1042611,40.6314960919,40.6153717811,40.339928339,40.8365649249,40.8006881871,41.2928600381,40.6402997083,40.457040476,41.6435858522,43.5086849984,2934.92601452,300.062429711
0.104757,40.3507205938,40.8511616401,40.05427591,40.8884605887,40.3983583179,41.3658440046,39.982824564,40.037242522,41.5076231662,43.2714676726,2346.67048165,319.353436152
0.1048326,40.6398313548,40.9583159847,40.0236260661,40.8329954415,40.4395702824,41.2872436422,40.210187512,40.2148361506,41.3324481457,43.2719335764,4414.37221846,258.034886603
0.1051708,40.3786270418,40.6688111813,40.2248609233,40.8092474909,40.5682921668,41.0160765384,40.5501400302,40.1838520733,41.3712391117,43.5188470944,3217.83251909,441.616467863
0.1051865,40.4199070743,40.7611885805,40.075963798,40.6341203265,40.4520654,41.3460898482,40.1078010399,40.0782678835,41.3001203607,43.3651794011,2386.06050513,306.936704229
0.1056367,40.2235945231,40.1530674909,39.7795213493,40.5127704913,40.0851121662,41.0413172022,39.9199286108,39.7371133404,40.9563264968,43.354929449,1903.50037997,267.727666382
0.1057384,39.9885301329,40.4491790129,39.4378746198,40.6928012124,40.0632990433,41.2394329389,40.0232555204,39.8789145135,41.3402316768,43.3973840076,6675.0701053,365.667820312
0.10575,41.2932376404,41.9426040708,40.9192304088,42.0600332349,41.2212185404,42.3762612527,40.5324643241,40.8667703602,41.8607414261,43.8805846888,7918.55114354,391.336993773
0.1057908,40.8351383702,40.8383219925,40.1503778991,40.6761461972,40.2851369018,41.2662517982,40.2157005293,40.3218678743,41.3313696622,43.4869710867,3922.12399429,411.170030304
0.1062945,40.8176749968,41.1175925771,40.1655285747,40.9170460887,40.6595816974,41.39909031,40.2573120453,40.2313073718,41.4761483792,43.3889111043,1526.68108444,210.647950161
0.1064276,40.3473058842,40.9665575479,39.9008237929,41.0987726724,40.3954648932,41.5738797252,40.2074036655,40.1379385357,41.5357434496,43.5209019051,2599.87140122,296.527270362
0.1065005,40.3706189022,40.8373485213,40.2216772307,41.5245282971,40.5457567849,41.9619752078,40.2767341147,40.3622471434,41.6539669954,43.7291215721,3765.66876436,473.609506583
0.1065311,40.5075013143,41.2485878048,40.1463844775,40.5390106315,40.7171062253,41.3964127311,40.5703020181,40.3952315479,41.2676626335,43.3593033484,1076.20573344,306.144294385
0.1065976,40.4260217397,40.8288853449,39.933578358,40.9333128741,40.452693946,41.5379417564,40.2885085668,40.210578246,41.2048716517,43.4184295487,4227.95482623,321.664360486
0.1066507,40.6193986263,41.1225557888,40.3192522999,40.9574346811,40.6738538902,41.4205745058,40.6031996178,40.4474650031,41.4142244493,43.3554009837,3608.40755667,300.421040039
0.1066692,40.8848717996,41.5972653672,40.7496106873,41.3496000189,41.2515780372,41.9784980741,41.1355471744,40.8693387675,41.8899220222,43.6529371021,4384.29845765,867.604509291
0.1066713,40.3845647903,41.5049035562,40.2167810673,41.5996822962,40.5884049353,42.1937448969,40.4740941623,40.2795958148,41.5908911403,43.578939063,5734.5610594,356.380915262
0.1067201,41.2270082021,41.7742485158,40.9002836315,41.5454892607,41.1559862167,41.8071027129,40.8754917391,40.8285741076,41.1319698371,43.6141440995,11717.7608515,301.890292795
0.1067212,40.8852172581,41.2798820603,40.5598622942,41.3541476172,40.9075972541,41.7512745573,40.2231093246,40.4442804799,41.5240461164,43.4508142122,4146.41631541,338.422811732
0.1068865,41.0057937279,41.5780656836,40.5967002386,41.6614742588,40.9497332917,42.0987814003,40.5698871016,40.5626609328,41.9718654364,43.7044467544,6293.46154179,325.555736796
0.1069303,40.3577857874,40.8187786786,39.8117533186,41.0793213211,40.3637327555,41.6646535827,40.2655253753,40.2012246668,41.2234661089,43.4856478771,2872.59748114,436.444361981
0.1070238,39.9677595667,40.2895911916,39.6096592632,40.9919787315,39.9939198899,41.3894376798,39.6554727235,39.644966268,41.3940391799,43.2187968057,4209.27119895,379.185195185
0.1071161,40.5547916632,40.8429675299,40.2523300339,40.7207062563,40.5382841541,41.1648671973,40.2793742714,40.2360248876,40.4694901585,43.3733238214,12160.0338821,356.438933437
0.1072304,40.6503287344,41.1629072405,40.179803288,40.6890146368,40.6103674805,41.2931487837,40.2832833366,40.2920787331,41.0855349825,43.3228450745,2596.26468024,343.091863766
0.1072541,40.6141057376,40.9250931236,39.9953210752,40.8628372022,40.1550831043,41.376399206,40.0463108278,40.2182641835,41.28323742,43.2408807313,7174.72056321,266.945584601
0.1075266,40.6033689485,41.1590382477,40.0887976776,40.7063106553,40.5386009152,41.223089706,40.5112064001,40.2678549976,41.5316149128,43.6081533254,1852.12693657,270.778922706
0.107579,40.7329825427,40.9673807214,40.1135067007,41.0640947659,40.4877131415,41.5185838623,40.2510334302,40.3847273763,40.9552684698,43.3594159873,7377.90265521,587.868735279
0.1076085,40.7216362469,41.4000957838,40.5016038572,41.4293140296,40.9607363528,41.8838678109,40.8080848237,40.6139820329,41.7083184927,43.7479118242,3526.36139372,472.432998206
0.1077822,40.5722540724,40.7086907369,40.0732715357,41.2185507843,40.5972566843,41.6836432622,40.0667863763,40.1751821955,41.4828901563,43.5534619676,4156.18118985,345.861678513
0.1079672,40.6170072815,41.1489671045,40.2914332362,41.4618649176,40.9434718374,41.8270982373,40.7899466651,40.5736393834,41.8972691538,43.8956307454,2684.93782165,405.947959343
0.1080115,39.7972681706,40.5858336258,39.3472253864,40.8405956018,39.5131023792,41.363704134,39.3697672838,39.6129331305,41.6507163464,43.1540442034,3785.88261799,429.184228296
0.1085468,41.0210193937,41.3408165536,40.4881724539,41.6332747941,40.902650525,42.1748037066,40.8332355616,40.7200795258,41.8341360117,43.7096435424,3740.85242505,382.674249961
0.1087411,40.6289307594,40.8831388841,40.2465005329,40.9896435435,40.576623425,41.4195147693,40.3865482878,40.415674223,41.7912885933,43.4147562962,1864.58609002,411.331850539
0.1089337,40.8350447745,41.6017663522,40.3294219409,41.7101811594,40.5684303839,42.2181122864,40.5847853909,40.4946817851,41.8841554212,43.7796526354,3461.55218082,267.384606471
0.1089384,39.9953819631,40.6869483692,39.8002580561,40.921137585,40.1251190869,41.3164900851,39.912214389,39.6998168403,41.5945708223,43.4553318792,6120.75738253,396.792903038
0.1090275,40.5051171913,41.1457311866,40.2917357108,41.1114876818,40.7781215006,41.538973311,40.7146421619,40.4397152788,41.5793292945,43.465851345,4981.31573242,462.05125752
0.1090383,40.3510781062,41.1993418609,40.2704489732,41.3179533331,40.5813440647,41.7878315815,40.5447463512,40.3658443483,41.2362190149,43.4798567245,4731.05529943,372.437212748
0.1091158,40.9521095428,41.2360877041,40.633214287,41.4661374001,41.0974212866,42.0563022364,40.8405015929,40.6763105206,41.7816261737,43.8817394602,3838.75094301,348.618158538
0.1091298,40.4227716848,40.9341604821,40.1023749749,40.9172023616,40.4999490455,41.5062483763,40.397264593,40.3230435806,41.7110972719,43.5358160908,2732.46310774,414.678960905
0.1092201,40.7320201325,41.0645339385,39.8493347598,41.1518917357,40.5946916242,41.5639211929,40.3774446899,40.162579201,41.7401530581,43.5135271046,1554.19260875,269.281208848
0.1092861,40.7162073779,40.7912159411,40.2401140361,40.8341027007,40.6814781514,41.3469666628,40.403109684,40.28656663,40.1828340015,43.3984928422,2419.15643542,303.891902404
0.1093393,40.6741139943,40.8987314657,40.1729676698,41.3995723747,40.3726596465,41.9662605879,39.9220549856,40.1546730377,41.586892822,43.5236141254,2551.44450042,242.129855405
0.109861,40.2392165149,40.7282263044,39.802578334,41.1837546989,40.3860512647,41.6238075903,40.0686994003,39.9508145734,41.5605305824,43.3747828771,3500.47534698,293.960173984
0.1099081,40.6175230627,40.8935365554,40.0452244014,40.9722575115,40.6544435049,41.4372887537,40.3994013667,40.3035893291,41.5753969735,43.4112858946,3059.91854604,279.402805292
0.10992,40.8852556788,41.3522528515,40.3048214705,41.1295890435,40.5094658358,41.6671933691,39.9766174258,40.2777065354,41.5781997772,43.4950410641,2076.26996177,281.95789799
0.1101719,41.2162599133,41.8721653876,40.7184717113,41.3475406488,41.1753193903,41.9577933831,40.3559815244,40.6532838479,41.2058797505,43.2827512723,7058.00852609,349.582250423
0.1102614,40.6689160958,41.2144711834,40.2425939832,41.3712192327,40.640047175,41.7540530443,40.5044572428,40.3683256363,41.3808488435,43.6122435406,2615.21098149,321.282790534
0.1107216,40.1291078557,40.6740282866,39.5448289812,40.7894473381,40.0230217291,41.2658317788,39.9711894983,39.8000299788,41.3262572949,43.3807640611,3685.57809048,249.805603281
0.1107819,40.569533102,40.1990464077,40.022275502,40.6463027025,40.4461112401,41.3664380474,40.3525459839,40.1383056369,41.3601625643,43.3126011,2199.03483495,244.67243472
0.1109506,40.5719609743,40.9834805456,40.2395464296,41.604728299,40.8610013396,42.0708263846,40.5303004997,40.470257909,41.6870608044,43.7363125159,7585.57468631,437.245670424
0.1109599,41.2554333031,41.7090905396,40.8042287919,41.6242632183,41.1747715827,42.0306388633,40.7910901191,40.7289877102,40.439410686,43.6114506239,2945.20198991,359.694450545
0.1109736,41.5042949477,41.4007163594,40.6508890268,41.3384836329,40.8217103939,41.9313935836,40.6394673016,40.9217109338,41.6957976651,43.5316432353,4339.88373437,489.904628938
0.1113157,40.6426213459,41.1443866985,39.7147518266,41.166849731,40.44578405,41.5173922612,39.9863480982,40.0415733529,41.5606016506,43.4407936743,1589.99328084,281.007368671
0.1113527,40.8889831297,41.5895820645,40.50297304,41.4957727248,40.9489585271,41.8990378036,40.0077944274,40.3652745195,41.851148405,43.5395942127,7201.40388233,233.465322146
0.1116228,41.2725099643,41.3108452296,40.4150071276,41.0577823176,40.7910910938,41.693963153,40.6973148632,40.8139086684,41.5112264469,43.4741490103,4899.25904043,433.888184188
0.111654,40.7792819066,41.4766362423,40.4686011228,41.5008896027,40.8790903217,41.8963975533,40.5344414298,40.484825906,41.4540374397,43.5975054572,3952.62807372,304.958155548
0.1116768,40.7311535392,41.3137097808,40.2984407218,41.7608832447,40.6997236405,42.1823281568,39.4870656932,40.4043649353,41.5175424254,43.555178943,3818.21656049,294.363974242
0.1116928,40.845610788,41.076865457,40.4858739719,41.2567101277,40.8003758505,41.5265917215,40.3888524331,40.2686069314,41.3132057524,43.6987535484,2252.35796879,258.978975798
0.1117244,40.2579111243,40.8401731931,39.8131988547,40.7917283898,40.2159322466,41.3285022547,40.1523625977,39.9991812002,41.696328597,43.2734794051,3416.05338712,316.845614943
0.1120525,40.0382472705,40.8739957611,40.0548778299,41.7698242694,40.3385525381,42.2531496803,40.0568243948,40.0309401142,42.1855138915,43.9089161447,3113.71527741,249.876462235
0.1123536,40.5092339985,40.942110925,40.2523330708,40.9127491416,40.6307034486,41.362439484,40.2591546041,40.1843227952,41.561739944,43.4031941998,1762.55144743,257.727617568
0.1123611,40.4691169425,40.8100478405,39.6027148157,41.6104663947,40.5596708373,42.1725929785,39.9079681207,40.239328044,41.6701473681,43.5585106729,6924.24310013,420.337970531
0.1123815,40.2138062686,40.4139909521,39.8567713349,40.499850426,40.2750649803,41.2423146662,40.1015198235,40.0222456822,41.2653004239,43.4918213477,3478.7514542,340.034623746
0.1125173,40.2767594045,41.0455427925,40.0396218948,41.5967932604,40.662232222,41.92589594,39.6720319942,40.1825271136,41.246744762,43.6165288597,4152.58612961,347.102235791
0.1125598,40.3394926347,40.7399328013,40.2929035405,40.7668484602,40.6114907664,41.2287312712,40.4126637575,40.2023000083,41.1403002504,43.5209349721,2595.21307028,302.339268244
0.112591,40.4286353276,40.8521486054,40.2073049937,40.9491190187,40.686063162,41.3559919244,40.4997009707,40.2313827471,41.5950778334,43.4172610355,2629.39648466,362.134035501
0.1126439,40.4375694239,40.9737715501,40.0432569085,40.9190500955,40.3599495247,41.3797568445,40.0675836294,39.8548717045,41.1055672592,43.3201552563,1892.64069,236.384057302
0.1127177,40.8451676796,41.1851671844,40.6172390188,41.4915325573,40.9646359271,41.8340767925,40.6494096526,40.4064129708,41.7135593357,43.5613788547,1742.56064892,314.764760222
0.112847,40.5053622219,40.8572706378,40.1738972958,40.8067769301,40.5714746475,41.3568515766,40.2454372078,40.2243159069,41.4525388995,43.4013022634,2104.37548014,305.271224795
0.1128585,41.1470493975,41.7977398048,40.7579993751,41.5593830182,41.0738068332,42.0178812065,40.643594759,40.8122289231,41.4832794619,43.5587682719,3682.75246755,509.629605919
0.1128763,40.6258687852,41.0113383817,40.033570696,41.1170531139,40.513510064,41.5288242557,40.4071078766,40.2496768922,41.3675904742,43.644174084,3150.99931387,301.144896562
0.1131128,40.4189463152,40.997812759,39.9409442168,40.9712751413,40.5589210326,41.3767340225,40.487670392,40.3068169709,41.4544149466,43.321082213,3858.07096191,192.53690169
0.1131246,40.626224456,40.747095076,40.0291102713,41.1962448477,40.443261881,41.7154121207,40.2143780989,40.1620413997,41.872781494,43.51711918,4089.24608899,293.587110246
0.1134225,40.5881412741,41.2837534709,40.2227524915,40.9378615573,40.6151554925,41.4781810228,40.3833803502,40.2383667074,41.2975166451,43.280809893,2166.8909744,253.552027717
0.1138184,40.4680072029,41.0976803236,40.0499207019,41.197552367,40.561802807,41.5590162628,40.4528570256,40.3568293623,41.1365117971,43.5726696751,2250.93439272,366.682630116
0.1138883,40.7299865136,41.341053908,40.1870369449,41.750733862,40.7871645538,42.5791345913,40.3383785353,40.7177267494,41.7453112985,44.0157742967,5714.21896913,322.116199029
0.1139307,41.2270310462,41.91326051,41.0151401104,42.1565900516,41.2931879108,42.5276320297,40.8000871632,40.8554394342,42.1408631561,44.0655719797,2316.78679135,327.917389344
0.1139695,40.3019584808,40.5085842114,39.7736251895,40.5375480624,40.1813129977,41.3350220167,39.9619407393,39.9893658768,41.1181195116,43.4258220553,3194.82157545,324.17234129
0.113998,40.6101545301,40.7552732924,40.3502138449,41.0578253779,40.7018209277,41.4349414775,40.46842872,40.2961926034,41.6449794263,43.5210529842,3689.2853757,303.100325584
0.1140261,40.4495225139,40.9415036596,40.1151664811,41.3600677115,40.5325418059,41.7510518749,40.3364352331,40.1190127795,41.8136126,43.551590859,2197.82773467,231.224819917
0.1140542,41.3910466575,41.9071332047,41.0086862167,41.3024692289,41.4941330744,42.2737644228,41.143751192,41.2134985597,41.045077106,43.5854487768,4802.08914283,332.892112797
0.1141194,39.9006684194,40.4513710333,39.5201652978,40.8580964514,39.9338237062,41.3420391445,39.5724416965,39.7772694732,41.5949544771,43.3101634781,3012.45521573,393.314797647
0.1141804,40.4444983745,40.6305771169,39.856911195,40.8035729908,40.2872384162,41.319191167,40.1359975491,40.0489012374,41.6654812863,43.5676274153,1271.63214779,291.650573112
0.1143465,40.7730779537,41.223609835,40.172348218,41.5710025992,40.5801596215,42.0651600274,40.4630304368,40.5078109439,41.676441279,43.5437712348,3372.78025045,358.236383565
0.1144253,40.4814750235,40.5959699458,39.9814147389,40.7695378619,40.4409068629,41.1853949512,40.1061151827,40.1161662113,41.2799701676,43.3111068626,3370.33299261,201.98819474
0.1145647,40.3682585937,40.5372744969,39.980517015,41.0637843917,40.5378447727,41.498659748,40.2935152443,40.1700727014,41.6841977665,43.5270258659,3245.75617253,237.990881036
0.1148618,40.8903021734,41.2152180399,40.4095944235,40.9879791667,40.677994351,41.4052465259,40.1204920107,40.1773764203,41.6319985781,43.2450454794,2181.55189338,267.792505801
0.1149349,40.8140595765,40.7318357062,39.9942532091,41.2926462336,40.0865756086,41.7641469228,39.9634452845,40.0616083549,41.502635417,43.5580533852,8188.75015432,229.321140338
0.1150349,40.5835177007,41.1140799944,40.2421194455,41.0529804979,40.5919140254,41.504902424,40.3601906142,40.3002783203,41.443407257,43.4583883853,3479.61064977,303.688748734
0.1151009,40.6241683638,41.1280654181,40.2587533519,41.0239602292,40.6145083704,41.5163850612,40.4927689794,40.3053586531,41.3669957633,43.520470536,4246.81646275,284.716438204
0.1152312,40.5495844053,40.6570390761,40.2075873764,41.0653886767,40.5516019832,41.5505376136,40.2879617399,40.2161442936,41.4771962476,43.5052001129,2575.45256431,224.897259337
0.1154197,40.8662880614,41.2877937849,40.2080469615,41.1457354762,40.9264651617,41.6764555827,40.5616457868,40.4915236091,41.4047273349,43.4951802484,1271.80827584,373.509173609
0.1155753,40.3900401854,40.7852625382,39.5847241545,41.1583551568,40.0521553323,41.5475441127,39.7503130684,39.8546626252,41.5212991107,43.5040861364,4960.94495706,248.098778301
0.1155861,40.2278816676,41.0138738242,39.9091872767,41.2148395389,40.4399564695,41.6865181787,39.81795646,40.0517875091,41.5788259011,43.3869259731,3332.76402452,316.002019185
0.115661,40.2197536486,40.6486478594,39.6906142928,40.4932772808,40.0483504692,41.1234067643,40.0739805418,39.9560183142,41.4056570458,43.4103101907,2297.78936018,311.397428366
0.1158221,41.0888155915,41.5487483081,40.7342649358,41.5192791432,41.0286722643,41.9682053998,40.3956531974,40.778885199,40.8919570646,43.5216115343,5377.43702951,446.532630972
0.115901,40.2985764911,40.6075091955,39.868504413,40.6983612861,40.4389937995,41.175381916,40.2744380322,40.0360354255,41.1631945648,43.3715913999,2569.2560448,364.342960271
0.1160537,40.7226691866,41.6542895302,40.4033890031,41.7942979415,40.8260085223,42.202301495,40.6097958879,40.5355534157,41.9625262138,43.7755227528,3521.70557938,422.62072796
0.1161534,40.6589818281,41.0315086705,40.1264397269,40.8052649575,40.5007886316,41.4640541478,40.3329291058,40.3676903745,41.457219306,43.4391598858,5347.42247772,285.413236781
0.1161603,40.3190925568,41.0302052529,39.7123282324,41.1624186803,40.2355282782,41.5674719878,40.2142409021,40.0538072489,41.4959823293,43.4090009215,3115.88493896,388.285839423
0.1162386,40.1103702177,41.3778959994,40.5383319553,41.834215814,40.8650558448,42.2679251147,40.420387556,40.2708602143,41.8144664049,43.5469000298,7935.11750434,433.905912178
0.1162907,40.1614566024,40.5330424159,39.6546222874,40.9121720136,40.0243113875,41.2515252543,39.9084717345,39.5924317065,41.1425501538,43.4281832337,5276.46927183,305.536548768
0.1163869,40.3730617296,40.438370497,39.9615299147,40.7337704292,40.3963061092,41.2498527451,40.0262798548,39.9269980422,41.4873911627,43.3749028554,1657.64642929,287.514566046
0.116523,40.2779087785,40.4842756213,39.4531817375,41.0055729533,40.2531784142,41.4564207699,40.0692083021,40.0272212569,41.3844284867,43.4729940856,3979.57241827,453.010150018
0.1165957,40.7126624073,40.8919158063,40.2283940681,40.6615432863,40.8840433071,41.3213745855,40.779065158,40.5012842438,41.5745527884,43.5461343466,2860.62416621,336.257851369
0.1166485,40.624528859,41.1284723435,40.2401672562,41.9370647555,40.6672943447,42.1956868498,40.5258465033,40.3794866329,41.8581294755,43.863041852,11406.4971926,213.738651436
0.1166825,40.3395256542,40.867000654,40.0044167515,40.9422301035,40.4284825836,41.3163396129,40.3279157111,40.1976612801,41.334011759,43.4417251276,2581.09455531,393.148645104
0.1167867,41.1467700731,41.6149468921,40.8032816108,41.4457929718,41.1117471378,41.7814604496,40.6366157817,40.676065011,41.5005770466,43.5129897173,4925.59769612,366.641850301
0.1169616,40.1503307876,40.6233356444,39.5919634109,41.0187515519,40.117390449,41.4704811894,39.9088850279,39.6309373944,41.6012077692,43.5493642803,2119.25394039,241.844184472
0.1169703,40.7844249004,41.6815124928,40.5497855351,42.2194663968,41.1355880333,42.5862226023,40.873085606,40.778914296,42.2815569458,44.0254518691,5560.62995901,457.924796371
0.1170413,40.7556394578,41.3148978123,40.2130008068,41.6913212767,40.6771637111,42.0099017808,40.5259156596,40.4915494787,41.6825566689,43.7486241628,3631.6913141,316.808259823
0.1171247,40.8008475718,41.1746098503,40.3170356659,40.7122184893,40.8503401427,41.4987730554,40.4926381235,40.5143440865,41.4290462702,43.5287930492,2525.94076224,351.058975449
0.1172087,40.5126997489,40.8778538921,39.968873825,41.2546197738,40.3262922756,41.6039330139,40.3349984252,40.2677679884,41.6221647502,43.581362358,4996.96817478,293.383162715
0.1172118,40.3901704134,40.8135112743,39.9547460954,41.1251973418,40.4725174041,41.4702236946,39.9960048316,39.9983304045,41.1062143098,43.2947521487,3258.13823198,246.608505351
0.1174856,40.5717754073,40.8312399428,39.8496893867,41.0996057979,40.2552496148,41.535123703,40.1510440356,40.2028265704,40.5555585963,43.4087124852,2139.22352118,369.680392973
0.1175895,40.4809708023,40.8400104522,40.3758702274,40.9013401224,40.75005518,41.4506421578,40.5806682367,40.4000535058,41.56312518,43.6700714859,2727.75898183,301.626189315
0.1178176,40.487613645,41.0352291477,40.2367050585,40.9948244538,40.5845408514,41.5080541314,40.5430166075,40.2627868506,41.716880074,43.5481769871,3353.85043559,308.82820244
0.1178374,40.6218322266,41.0464612877,40.1262337594,41.3481528101,40.6401400063,41.8350258982,40.0514242913,40.2335176203,41.375427841,43.7314761199,2632.51723197,260.175392731
0.1179079,40.4774398645,40.6965717572,40.3058849749,41.263288993,40.477644454,41.7264404761,40.297062643,40.1512975094,41.663721514,43.4936296518,1421.26781376,277.646666277
0.1181754,40.3444077821,40.9176817594,40.2714631915,40.897592367,40.6056457534,41.5741507488,40.2560422533,40.2750553401,41.2052020003,43.5246272537,3507.28978074,385.783784272
0.1182318,41.2679918426,42.0450959221,41.0908906048,42.0745331463,41.4418731244,42.6071517035,40.2377111566,40.8864129911,41.9018712906,44.0458703282,4744.6471449,508.746935815
0.1182896,40.7617883721,40.6114801619,40.1574077751,40.9933921639,40.6320705361,41.4776211469,40.3062690405,40.4260519689,41.6449893738,43.4251688945,1763.00618234,282.94648921
0.1185561,40.9697836778,41.3641876087,40.3060074635,41.0085499966,40.6642795123,41.4629294026,40.5468421576,40.5013272247,41.166179283,43.3904372258,1538.56427052,248.102339647
0.1185626,40.1699325708,40.7649774062,40.2263446636,41.0525154745,40.7641052557,41.5514685378,40.3450931857,40.0393934704,41.6827880723,43.501991521,1141.64292521,324.408881882
0.1189071,40.1961877031,40.7980794835,39.7760730991,41.248796719,40.215353351,41.7120631718,40.0465895048,39.7990347262,41.6313896794,43.6750115393,9162.80755781,192.246996995
0.1189653,40.319189469,40.7783037964,39.6713390156,41.1796033588,40.5232419209,41.8680939691,40.3818398622,40.1678892557,41.5475305906,43.5540102881,6067.60558567,266.726672894
0.1192672,40.5305476673,40.7323457044,40.2272260478,40.7561734657,40.5352744305,41.3932685751,40.1300534932,40.1485476827,41.7605066788,43.5561478419,1906.13066635,306.439998187
0.1193363,40.5284121563,40.9487496862,40.1475986841,41.0971654947,40.8198980677,41.5222286527,40.5191139456,40.3197530597,40.363766066,43.4467909273,2059.64193788,317.511502413
0.1193896,40.5610236339,41.1132250935,40.1129298157,41.0325128883,40.6921554733,41.3245754584,40.6273342462,40.3612758594,41.3478334907,43.4086834509,1838.1529546,256.864187549
0.1194023,40.657798793,41.2552875559,40.2064294061,40.5513766561,40.5402498553,41.2168288606,40.4151188209,40.4915512713,41.3982296612,43.3185398191,2053.41305862,528.282819082
0.1194845,40.725209387,41.3876523539,40.3660566361,41.4495382231,40.7381189368,41.9238162587,40.113173615,40.2844980237,41.6100134064,43.5888164148,2288.06425576,315.085519021
0.1195034,40.3142933342,40.4561502443,39.6899756566,40.7707994671,40.4176535749,41.2738478845,40.0496480137,40.0679042191,41.5636711886,43.4009439701,1695.70846042,236.981420281
0.1197031,41.0468824021,41.2491510382,40.5414352761,40.9334105435,40.9666913635,41.5228139281,40.6838882044,40.7346031947,41.4562115869,43.5146991555,4007.35785398,615.479677224
0.1197887,40.580543387,40.9058903539,40.185101708,41.1161205936,40.5979818632,41.9010853402,40.6288232218,40.588577466,41.7601007088,43.826144635,3352.63575766,456.049920712
0.1199349,40.6145343649,41.3141375778,40.2867620395,41.6414188202,40.6438156185,41.9542606364,40.1112313177,40.3709337427,41.8083358012,43.6145942845,7050.77805399,310.665616604
0.1202178,41.3097646263,41.4436456041,40.8167373757,41.1441826913,41.249901601,41.6809525538,40.9148452766,40.8705276674,40.005101126,43.4938686779,3604.89710717,300.457430138
0.1202317,40.3001115145,40.8389115627,40.0136837001,41.0013170142,40.5477921509,41.5319283527,40.1242169669,39.9232025225,41.7407177444,43.4956101309,1764.6876043,477.928965727
0.1203033,40.998243836,41.6202465624,40.5798889441,41.4786686987,40.9083080158,41.9238631115,40.8460128823,40.7002582564,41.9134428592,43.6576033134,4258.30674804,288.833923316
0.1203478,40.2921107892,40.4532929372,39.6433309348,40.8745710459,40.0857063249,41.3125587505,39.9892733422,39.9954848736,41.5166520025,43.3184769477,4309.6994667,296.80735398
0.1204593,40.5468078243,40.8893816917,40.1992758913,40.7455474893,40.6890497077,41.2165083421,40.5717678745,40.2815635388,41.2533843535,43.3449009918,2180.43032673,349.854930687
0.1206731,40.3550835615,40.9862943453,40.5294841985,40.8252797557,40.9612578724,41.4397834149,40.6815937441,40.4064567468,41.1330096063,43.689610669,4457.8296849,511.903176806
0.1207529,41.014901897,41.2950978427,40.6030534161,41.8781076002,40.7653064158,42.1606014294,40.062380318,40.5742899175,41.8842062021,43.7584845197,8029.19574673,401.991603443
0.1209425,40.3640604542,40.6303908433,39.7469006292,40.7341641539,40.3263295577,41.222863952,40.1352890293,40.0098627068,41.2067152403,43.4420059193,2853.37530375,251.498812877
0.1210859,40.6486450891,40.6505039447,40.2821690703,41.2702341366,40.6294273277,41.7677514806,40.3584989203,40.2781218282,41.8035984323,43.6108441468,2921.9020808,241.877504722
