z,LO2,LO3,LnHbeta,LbHbeta,LnHalpha,LbHalpha,LNII,LSII,LFeII,L5100,fwhm_bHbeta,fwhm_OIII
0.1665748,40.750868142,41.1505268971,40.1212157928,41.6257979877,40.8474159316,42.0748192133,40.6749448621,40.5922354655,41.7204896264,43.8265631063,3684.4593614,493.885045978
0.1666099,41.3250349833,41.4014817188,40.5054991897,41.5709706982,40.7497359205,42.0786548329,40.1620683115,40.7439890896,40.6090972392,43.8011913126,5332.90344136,344.187454286
0.1666164,40.6351647822,40.9755201955,40.3466194929,41.5917559415,40.8562754156,42.0348330488,40.6519442699,40.538495424,41.8801593184,43.7595578435,4175.89853569,448.05979304
0.1666365,41.5408101244,42.0740825471,40.8292549234,41.9093887445,41.3510481248,42.4150001431,41.1383892869,41.1630495342,42.2193911239,43.8160614486,2341.84525691,381.225984546
0.1666753,40.7382922523,41.345467021,40.482280142,41.4165185655,40.7395850079,41.8628258115,40.6873466119,40.5173979695,42.0614899667,43.62516938,3850.90578835,362.425303291
0.1668545,40.5171850684,41.2500727139,39.7980324769,41.6451371941,40.607224669,42.0883524935,40.1927560721,40.305057361,42.1830080502,43.8160917388,2712.30171172,361.01239306
0.1668718,40.698807867,41.2934331575,40.2132649625,41.5044882185,40.6327746882,41.851502706,40.4176395849,40.2175580669,41.9184471641,43.6836071758,3857.9788849,258.427361484
0.1669179,40.5190158784,41.271621938,40.0462164341,41.9091282551,40.6080681926,42.3585900225,40.3068970726,40.5965690787,41.7713335913,43.8737751118,5234.90592374,381.707125029
0.1669803,41.1090265244,41.6765212831,40.7033197195,41.6766606881,41.0189045654,42.138187156,40.8296154691,40.7166403701,42.0920490953,43.8286414532,2792.42392067,342.081364748
0.167061,41.0933256789,41.7721456254,40.5653772269,41.904910604,40.9234139547,42.191541601,40.9110502131,40.8165740437,41.6476093343,43.8276626913,10813.4818721,369.144413728
0.1670667,41.0874773401,41.9275922953,40.9460198073,42.6382412805,41.2918403383,43.0053532868,40.1003394096,40.974476843,41.9635269706,44.4380050199,5499.23838716,307.655371863
0.1671489,40.5515072839,41.1459948375,40.3253886873,41.4658253456,40.6604458663,41.9867760218,40.5012635605,40.447519104,41.6035114018,43.7387929875,6287.18125242,436.483831431
0.1672478,41.1252456559,41.3936595136,40.8079375653,41.6505507366,41.2963117653,42.1175942361,40.9264877745,40.8649110296,41.8436211621,43.8224244385,4581.58243059,357.990609447
0.167366,41.2923180116,41.7216086097,40.7845467445,41.7785940651,41.1910668831,42.1876959313,40.9553060136,40.8993381682,41.6097196552,43.8560349926,11150.3086612,373.617162373
0.1673661,40.0411274512,40.2105810566,39.6736254239,41.0711776226,39.9562252333,41.1895962376,39.8643888954,39.6090345077,41.3693970362,43.3719601582,11109.9013894,326.801521817
0.1675248,40.5264807364,40.8658776628,40.2832492524,41.0384686419,40.7068455477,41.5265884998,40.5478253496,40.2940359603,41.5536716703,43.5890470353,3427.23558894,344.4476571
0.1676342,40.9823115798,41.2549581744,40.3535531799,41.7937954677,40.9862761147,42.2687702772,41.0114660097,40.8632755206,41.9763044134,44.0595802509,11785.4977495,477.229631382
0.1676902,41.0558973076,41.3853918111,40.5068422307,41.6765284172,40.9776597605,42.0343194434,40.2015263704,40.4863768866,41.1306503472,43.6731986655,2751.47767307,308.121679709
0.1676909,40.607378292,41.0770252933,40.2960006257,41.1255950908,40.7680793959,41.5892267169,40.5874178344,40.329736235,41.8427127391,43.6345315398,5266.96500431,365.010610668
0.1677222,40.8149973,41.340531133,40.3238816382,41.2378970278,40.6351137283,41.72861256,40.507281123,40.3183084974,41.6395941248,43.6427864041,6384.92886282,272.239568136
0.1677894,40.6616473602,41.7518820362,40.7777926503,42.2319170009,41.0990983572,42.6935325631,40.4002646759,40.6720303366,42.0478575278,43.9872767226,4333.20841214,288.136558364
0.1679038,41.2948924962,41.6328449511,40.8001220418,41.5321896332,41.1845828314,42.0903762606,40.8959393342,40.9308257898,41.9157031444,43.892634947,4367.30562876,365.906264153
0.1681847,40.989920827,41.1063846,40.146121473,41.1124601426,40.6719483347,41.6952949563,40.6825473234,40.5788688101,41.3289240094,43.6247834925,4948.8627463,330.271599893
0.1682121,41.0907011407,41.7064449492,40.873471124,42.0641269146,41.1955014122,42.4541395622,40.3220812991,40.7030647149,41.697487066,43.9479068681,4935.83480756,324.533115435
0.1682677,41.047004379,41.1469682987,40.677995602,41.2896172749,40.951875751,41.8830914156,40.8236249527,40.6892361262,41.5211564073,43.7975279322,2262.1024336,369.506985255
0.1685365,41.6811891596,42.0758296919,41.1313750882,42.2979432141,41.4590344989,42.7796646937,41.3782741202,41.2664407901,42.0663684819,44.1749426206,7749.75858331,421.986523042
0.1686205,41.0488254179,41.3996335965,40.4870818979,41.9466940045,41.2012706463,42.4973980371,40.4466998748,40.722176739,42.3091948395,44.2122982465,3182.93997163,377.709710523
0.1686759,40.6480747379,41.1440388958,40.1879601514,41.5888351157,40.6507969987,42.0009553112,40.3588474281,40.363843726,41.7990598007,43.7440070885,4319.23368146,287.412637314
0.1687318,40.5315133797,41.0662190038,40.2214959986,41.3973372205,40.6252287287,41.8067052915,39.8311027855,40.1569070483,41.1505357793,43.6821730683,3101.9461581,316.265610074
0.1688899,40.5042948862,40.8131905921,40.3547620666,41.4022308357,40.4514116289,41.8845275727,40.4964975656,40.3042480784,41.7955546969,43.6996730325,2998.09319509,385.406038806
0.1691534,40.5597156953,41.0973194942,40.3772045873,41.6700768971,40.7344525697,42.0912616307,40.1158583062,40.3268668887,41.7706331052,43.6216716741,6205.61781301,508.71098379
0.1694081,40.9899470409,41.4820551486,40.7892673385,41.836337271,41.065450038,42.2921484473,40.7766239695,40.7269025648,42.1655167449,44.062319685,1858.60041204,389.625897397
0.1694467,40.6575062766,41.2426376418,40.3181964142,41.151451547,40.7668321846,41.6567247472,40.4801862981,40.4427384965,41.4419193847,43.6302427755,3634.85619003,410.246488996
0.1696882,40.9922166031,41.6558331947,40.492312966,41.5931919945,40.8717456521,42.096704859,40.825566425,40.6897518964,41.9287145964,43.8231750698,2588.1419734,372.500130427
0.1698941,40.6798955567,41.3203479451,40.1248624938,41.2105897557,40.60470091,41.5083261613,40.0247490339,40.0622410392,41.0881991187,43.6305845199,4537.89380522,233.909637406
0.1700259,40.8962683,41.1351300272,40.6199746086,41.476496074,41.0921021066,41.9378891498,40.7897993146,40.6245569894,41.7100089333,43.8551440533,3852.1327547,273.850374869
0.170047,41.34788432,41.8014186346,40.9718594801,41.9401706576,41.2670366628,42.3028849987,40.5448008378,40.9364518409,41.9363528575,43.812248206,7539.04133159,423.38316586
0.1701931,41.2869441605,42.0368752349,40.9722971379,42.2178764756,41.2942923896,42.5610358351,40.9639399703,40.9939688595,42.1138344069,43.9678879617,7527.70098663,366.401514564
0.1704212,40.5382316872,41.3350909161,40.4944161282,41.7023145626,40.6825435278,42.1151366334,40.6324196217,40.470827946,42.1551384096,43.8286106561,3655.88613662,329.26201538
0.1705352,40.33875229,40.7206105184,39.9166442699,41.0373327728,40.2819435083,41.4915331774,40.182997155,39.8749858228,41.7240642965,43.6527865837,1548.42512811,304.197820357
0.1706236,40.6952844712,40.7059477279,40.3588292751,41.577590972,40.7794743331,41.8725864878,40.5444290211,40.3607139513,42.032068638,43.9537527706,4218.5311082,336.872877208
0.1707666,41.1033627991,41.6462546213,40.5888965582,41.1848935384,41.0512213752,42.0523044826,40.5733568904,40.8246430364,41.3628891273,43.6285176054,3204.94096717,450.924509458
0.1709028,41.6785083301,41.8891281561,41.2124111459,41.9534072335,41.5536533752,42.3676846069,41.0539532188,41.1357271304,41.0372320026,43.98617161,3192.40572049,293.867002696
0.1709119,40.8261071494,40.9597080087,40.3002964677,41.0877931037,40.627482595,41.6010162749,40.3531455425,40.3282336311,41.9410779483,43.5761164779,2388.56655234,291.294690738
0.1713439,40.7875208514,41.0185884051,40.1261437101,41.6034870954,40.4420393139,41.9987545625,40.3650760777,40.433434506,40.3559397945,43.7655773176,5498.8206083,490.697955613
0.1715186,40.3361649083,40.8088269846,39.8825397686,41.206696311,40.5308562329,41.5893727508,40.2900157281,40.1259388987,41.7853151983,43.5923202997,2635.78477192,230.575135614
0.1721232,40.7576244082,40.8195248306,40.0640228107,41.4193190568,40.8760296423,41.8659053781,40.6142038992,40.4886240281,41.4313109497,43.6449756796,1698.83406627,325.948197504
0.172144,40.8955802339,41.3651661346,40.5498905147,41.9086251529,40.8480208504,42.2158425368,40.3525356458,40.5482162355,41.4913657712,43.8440769597,10527.6855479,364.812659819
0.1721746,40.5031248366,40.6900287515,40.2542284083,41.0517268654,40.875032775,41.5179473924,40.549292174,40.2647216331,41.7696076451,43.5829467994,2613.18499167,268.941954224
0.172192,40.6991788447,41.276442814,40.3853661425,41.8088640134,40.8573295867,42.2272007405,39.9672419484,40.3610475312,41.7245331727,43.8387248117,4564.17449889,383.480078553
0.1722917,40.6581772552,41.1658382381,40.2567985484,41.2015813403,40.4062298497,41.7786335364,40.1090343283,40.2687435123,39.9658568227,43.7416897668,2544.11757755,325.694849891
0.1723493,40.83183664,41.403182381,40.4532194315,41.3689309022,40.7956624467,41.6823627839,40.6054340529,40.5398814371,41.2852160118,43.5992049301,5629.03055479,389.016789442
0.1724244,40.6357854035,41.1563749723,39.8711990388,41.3558936813,40.3008749235,41.8729525395,39.6037764819,40.3867238867,41.8778068173,43.6685783343,2104.21628378,572.660249265
0.1725188,40.6524557775,40.9495968583,40.1920954565,41.4875575959,40.914617673,41.9919126124,40.3790234628,40.5150344928,41.8307071533,43.7729676122,3097.22518969,400.127781493
0.1725748,40.3439849499,40.6870583656,40.1869921391,40.7443023328,40.5980543736,41.3009740044,40.320607458,40.2789231427,41.205787685,43.3265257252,1237.32219473,305.480793099
0.1727621,40.6731267611,41.1310329217,40.3663468636,41.4977584734,40.5006406156,41.8575055672,39.9290181167,40.3625661768,42.0527536928,43.763097978,2968.79851272,385.431013477
0.1728075,40.9830064839,41.3518713549,40.418867616,41.5076884415,40.7347688887,42.0257848836,40.3177532198,40.5068453499,41.7851862913,43.8421900522,2205.80422391,294.068929574
0.1728526,41.0386642126,41.6809686968,40.7872454629,42.5414804115,41.1683469472,42.7307904545,40.5811807175,40.8195280975,41.707520739,44.2001904283,11744.4064104,473.434398434
0.1729297,40.5615486213,41.3846545543,40.6469975927,41.7793980365,41.0008370952,42.2246597685,40.6118645905,40.6691201827,41.9928004823,43.9512250218,5531.76545534,499.315924566
0.1729581,40.4010871882,41.0216267777,40.2751522667,41.1735081773,40.4818180479,41.6938318442,40.212009757,40.2618820879,41.5389272029,43.5871982821,3825.91967435,378.174380699
0.1735864,40.9875638485,41.4178432245,40.8150634615,42.1923761058,41.1776252987,42.5551656169,40.801449081,40.6387303109,42.0078076761,43.9187258303,2821.12511321,424.972644273
0.1739443,41.1911716887,41.3098270199,40.5158776815,41.5019467844,40.8575301666,41.9427084985,40.8570871877,40.7764273031,41.7198590252,43.8810106356,3264.88545717,407.372272516
0.1739949,40.9855339224,41.6718360582,40.5463751314,41.8208100671,40.9478331994,42.3615028041,40.8701430654,40.6657495345,41.9909781541,43.8816559653,6918.06449517,289.605314322
0.1740648,41.3679090226,41.7548647415,41.113888914,42.3235814675,41.50987502,42.517167572,40.9240280344,41.0079644738,42.159828931,43.981512561,7471.27990909,338.957190002
0.1741152,41.1019935895,41.4485568139,40.9839140705,42.0307108444,41.4476076236,42.460007831,41.1076433247,40.8124699558,42.1926282382,44.1478934216,3706.63016127,441.384940678
0.1742128,40.3843343098,41.0554138175,40.0066921984,41.5831506245,40.3935619752,41.9450806208,40.2094899127,40.0403630423,41.615151702,43.6854019104,5918.4580512,260.39542974
0.1742975,40.8228807172,41.3579358111,40.3163934295,41.5419682752,40.6884919994,42.0836539213,40.4631731385,40.3515400371,41.7459301608,43.7247944971,5687.27123187,300.262813072
0.1745027,40.8422161581,41.3264815389,40.404833583,41.4671597315,40.8419511914,41.907999067,40.657215256,40.5551335263,41.4266446673,43.8085118247,8599.14357806,386.330294857
0.174509,41.1602340579,41.864482141,40.7676441795,41.8915804456,41.1577432919,42.1389195479,40.5807027418,40.7138495692,41.3947686184,43.7107320943,10166.0884181,251.965327404
0.1746746,40.7469455568,41.2138567865,40.3675280467,41.4293770305,40.8745627701,41.9289970334,40.5839856917,40.6318984463,41.7589720683,43.7889688676,4409.63600179,417.363411884
0.1747279,40.5285313783,41.1614673166,39.6916923492,41.7158502102,40.2597632585,42.0331843033,40.0881044598,40.1870368721,42.1996738318,43.6294942412,2946.05970658,260.547837063
0.1749142,40.2156241405,41.1285320779,40.4095502572,41.8830138392,40.7032830365,42.2546254814,40.052525686,40.461081981,41.9821226826,43.777556973,3019.49330075,492.794420383
0.1749521,40.3147917255,41.1920939078,40.2641301984,41.4164600803,40.6490134273,42.0087278528,40.3791669406,40.2492254391,41.681985936,43.7888090825,6978.97453212,417.478370885
0.175013,40.5739171829,41.2338867976,40.4470783737,41.4736325164,40.88282815,41.9530799295,40.2192802167,40.4401420086,41.4412285612,43.605030439,2820.90742272,444.336472225
0.1750329,40.3408896454,41.0943624157,40.2123034106,41.2372181642,40.4353731705,41.6605451908,39.7679362442,40.0414621681,41.8178237304,43.6510824709,2778.7853209,372.286849507
0.1750731,40.7567625732,41.0690858974,40.5180817224,40.4781601674,41.0147118977,41.4018322866,40.8892824474,40.6199863168,41.3589653358,43.7285001787,2590.91041981,555.656286702
0.1751197,40.7878133442,41.2497626724,40.1848517569,41.1864032082,40.4693147411,41.6146159148,40.4657298706,40.4437902298,41.4102728075,43.4733369939,2789.81713903,446.223225394
0.175201,41.2461659154,41.7336110445,41.0219362439,42.0010766667,41.2616880141,42.3851401584,40.4670782497,40.7578186536,41.8515027549,43.9598994684,2105.58314638,358.241834327
0.1752724,40.8700621476,41.2448586427,40.1761092185,41.2587292048,40.6157026695,41.7386870772,40.4697030412,40.5485167781,41.7931706455,43.630964664,5338.06019616,430.424558153
0.1753612,40.8171641438,41.1146236332,40.2998373535,41.0001367865,40.8100672396,41.5829829717,40.671485581,40.524121886,41.6665014098,43.5713737768,2332.8159782,344.132780416
0.1757277,41.0477226288,41.3601230954,40.6198105643,41.2784823312,41.288486431,41.747875928,41.0788796518,40.8432424731,41.8875821995,43.8133195006,2302.74536585,339.555968166
0.1759156,40.7438325094,41.2171338211,40.4197674074,41.3370559816,40.9163154978,41.7873883772,40.7247509856,40.4624537259,41.7310925026,43.732658845,2608.84048031,406.042710283
0.1760069,40.6517001693,41.1596454922,40.3906500225,41.3676268452,40.7174941835,41.7947055935,40.3731548994,40.2962917297,41.5567168014,43.6078654319,3111.80975572,425.74959884
0.1760874,40.7567223414,40.9734237342,40.2718687158,41.2670925418,40.6879968458,41.7229911093,40.2330628497,40.2155627265,41.8868316892,43.6321123146,1880.87536414,239.747111459
0.1761432,40.773392153,40.8573565042,40.2590083309,41.0718671627,40.8260698643,41.7093050454,40.5254112096,40.3603553259,41.464619986,43.8693145007,6638.41570428,322.332361139
0.1761527,40.5312032203,40.5808142692,39.9798621927,41.0712633955,40.5468454253,41.7792007936,40.3856033484,40.1319249828,41.8031764621,43.7430009602,4057.66699751,285.24265151
0.1761963,40.9051504221,41.2646308039,40.5240538901,41.2299640951,40.8701675923,41.8262601248,40.8152292418,40.6337271868,41.8353932852,43.7645696812,5734.77934165,392.102293513
0.1763156,40.4794955823,41.1997046172,40.1404297659,41.9307912414,40.6361093252,42.2685630203,40.5439116652,40.3698577681,41.7748638187,43.9080685941,5938.69603622,575.177773973
0.1763533,40.8708477046,41.2462576563,40.1504635252,41.2765945394,40.6987459582,41.7665160128,40.6244253598,40.4588461569,41.6338469203,43.7110915155,3476.38705283,301.777218236
0.1763991,40.8564597364,41.4592164802,40.4354137652,41.4900106718,40.942280697,41.949587761,40.6339651823,40.430642297,41.8875552244,43.6915412281,2115.03867917,355.050239089
0.176481,41.1066793705,41.7054907258,40.6400206315,41.7094079118,41.0298968603,42.2237913792,40.853507728,40.742468482,41.8753685724,44.0199569696,3995.42792624,337.617607354
0.176507,40.8438481408,41.47095836,40.5896817875,41.6731798607,40.826840557,42.0794037009,39.9035358501,40.3621663167,41.7048410735,43.6608950639,3179.759088,333.412478304
0.1766537,41.0758004812,41.8600045292,41.0848553526,42.0606832478,41.3730375422,42.5411470809,41.0218099801,41.0039996775,42.2448640567,44.1667846538,3441.35070769,567.081036578
0.1767476,41.2714652,41.8484730513,40.9052208595,41.5871466278,41.2529531996,42.1252541421,41.0913630558,41.0313018924,41.602093662,43.6902968018,3814.45703774,642.570118283
0.1768966,40.4706904278,41.1556581553,39.7374353837,41.7171148726,40.5932977004,42.1611791203,39.5165689382,40.1228263351,42.2530698079,43.8854616693,1870.58776184,282.989452672
0.1769219,40.8282697421,41.2943523253,40.7221669579,41.4666851762,41.0207368579,42.0398397429,40.8360360734,40.5870924739,42.1145411821,43.8129342384,4603.3906935,498.24170174
0.17693,41.2851508965,41.9959099261,41.0250580284,42.143968343,41.438046006,42.5526583235,41.3917627721,41.0911223581,41.9889131879,44.255719131,6182.56407259,415.103066285
0.1769604,41.0967522322,41.6416582182,40.7463260726,42.0801910577,41.1387677862,42.4654017368,41.0112838547,40.8433570725,42.1449367224,43.9566120448,4145.85289657,386.85627096
0.1770616,40.4270238049,40.7818320984,40.0380269985,41.1221757944,40.385279006,41.5526014692,40.221799557,40.2126509515,41.7551609103,43.5509087164,5107.93507979,299.892709938
0.1771905,40.5239192026,41.0825440092,40.1200578044,41.6371670563,40.5466389184,42.0187949003,39.7662439805,40.2666174356,41.8489372246,43.7215441714,2047.21091375,300.550011379
0.1774139,41.361372663,41.424138453,40.5739932905,41.5250889835,40.8789605227,41.9430845388,40.5713588451,40.6164034066,41.9367712269,43.766145773,5039.33584332,367.64731431
0.177608,40.5029520364,41.0977646958,40.1369381109,41.4376480313,40.6260813485,41.8342775667,40.1285226058,40.3261375996,41.212223952,43.6407204727,4669.16844851,300.623732975
0.1776653,40.6450026925,41.0254932163,40.5990923936,42.2080644769,41.0040087356,42.3948634384,40.7277144443,40.5695269808,42.1968996626,44.1165763027,13308.7703819,310.375554135
0.1778191,40.7250371914,41.2926163192,40.5979825988,41.6247004935,40.9047107295,41.8651111523,40.5421183357,40.5417406897,41.7247589671,43.7011861562,5868.47833118,518.028413015
0.1778826,41.4570729007,41.7908194823,40.769704887,41.3975386082,41.1204797259,41.8677431875,40.9279625076,40.9091845609,41.510691792,43.5742162575,5385.48402698,289.542405017
0.1779683,41.2881546498,41.6142415806,40.8577520001,41.7964480564,41.3035212334,42.2272224894,41.1575952205,41.076396247,41.9170095417,43.9691029634,13111.9647086,355.319545507
0.1779791,40.8196679825,41.4507259558,40.8584351804,42.5626395144,41.2134744209,42.8040180213,40.7483055858,40.9149211511,42.442778464,44.1882945724,11505.3740676,523.127269832
0.1780037,40.595873249,41.2444865527,40.2255758894,41.2878214962,40.5684685939,41.906653181,40.4584151659,40.4462622342,41.9614791587,43.8495056301,3421.54358968,371.77046754
0.1780103,40.8142070468,41.1796182805,40.4788426644,41.6889598834,40.5931347652,42.04677758,39.9834670403,40.411309482,41.894401533,43.7281911878,2901.87020369,275.564521691
0.1780781,40.6210001843,41.0674356552,40.3809117013,40.6160393039,40.7197692773,41.4613950496,40.5703319173,40.4566066551,40.5131639937,43.7136331474,2948.84446375,522.925180742
0.1780782,40.8254644716,41.0023382443,40.3495568873,41.3958694662,40.6105583055,41.8466649674,40.3186728569,40.2455725354,42.1882609413,43.8887310695,2252.66471566,284.754998737
0.1781094,40.5128612806,40.9280213233,40.0039003541,41.5298906089,40.4870636213,41.9411872309,40.3465150849,40.2333887396,41.7786139909,43.684142382,2965.69172023,288.630353656
0.17813,41.3296617283,42.1823524752,41.0834584895,42.521123391,41.4166896575,42.8945443316,40.0350312985,41.112588834,42.5647110535,44.2346898334,6006.89625999,423.298924841
0.178252,40.7273204641,41.5124239891,40.5611680179,41.8370335827,40.9943087881,42.2346096179,40.1328279854,40.6170483717,41.471011466,43.7930700459,3435.09838842,447.249401787
0.1784017,40.8711003333,41.208167673,40.2313501223,42.0031307771,40.8414807747,42.3199882794,40.4758540007,40.5412218439,42.2469812765,44.0119772217,3209.73390002,319.8408693
0.1784436,40.9700391315,41.485014963,40.3021948339,41.5688800176,40.4407066231,41.9597894068,40.321957557,40.4039136457,41.9131085377,43.6001209462,12073.523006,248.568137731
0.1786661,40.759620603,41.0084025948,40.1164555822,41.1558654152,40.606469277,41.645264616,40.4767506699,40.2214914706,41.7640767204,43.5714226407,1894.73239802,269.889757009
0.1786956,40.7071339654,41.0535477456,40.5685054425,41.2224760312,41.1041292182,41.5531201003,40.7559665892,40.639817649,41.7533820116,43.7934532267,2660.04229849,497.012927678
0.1788228,40.691392214,41.3494655568,40.3084710632,41.9789366608,40.8089079574,42.3013604632,40.3712220783,40.5858341029,41.3789499463,43.8779514591,10267.2478297,426.011055986
0.1788338,40.7448912768,41.2990493344,40.8665612522,41.1900374147,41.0136125502,41.6859391565,40.7847450645,40.5856094307,41.7755810021,43.6214082391,2874.45334937,750.93821494
0.1789825,40.5705639438,41.2011435249,40.3169698402,41.5537015528,40.7696338246,42.0658062274,40.5503057134,40.5570427374,41.2589913099,43.8059439706,7060.97349083,424.250707971
0.179066,40.6802778301,41.3907407569,40.3304456195,41.6401464475,40.8966685326,42.1043287021,40.8818667696,40.5911110204,42.0714955145,43.8884990263,3232.16190711,525.116186968
0.1791211,40.8057387847,41.1741742157,40.6667252339,41.5449122468,40.9526320578,41.9162006019,40.7082730683,40.4638640436,41.9411284519,43.8119231126,3724.28010902,407.922135215
0.1791414,40.550708029,40.9014280891,40.2796636254,41.4843949929,40.7084775874,41.9538580323,40.7374581218,40.5109275772,41.9293516181,43.7650225244,4334.92137768,739.929500507
0.1792045,41.2108684685,41.7694047708,41.0131068202,41.5849250071,41.3186804832,41.9890709584,40.8985179277,40.9314806851,41.8424094293,43.6824303751,3527.48671865,817.321889654
0.1792648,40.6614852465,41.1587043677,40.4142033155,41.3192278833,40.6931979614,41.7156495015,40.4826255544,40.3850962245,41.9890781662,43.6590983512,3463.95555817,330.787186186
0.1792895,41.0475228862,41.6662818783,40.7187436869,41.8255642588,41.0066219747,42.1851193763,40.4806715984,40.6341445891,42.0055017423,43.8770033204,3752.2089283,317.589868132
0.1793057,40.9525160999,41.5801614397,40.6645549616,41.6321033995,40.8948004178,42.1481851282,40.8927151886,40.7947831573,42.0820938434,43.7524074362,2975.91922825,532.541957822
0.1794533,40.2927071716,40.5815925152,39.6731558549,41.0410272223,40.2077928514,41.632243983,39.9837942031,39.9534576819,41.7067790452,43.6290319309,4971.57853875,298.879787532
0.1794929,41.3502719782,41.6707832463,40.699564063,41.4172560662,40.9506294062,41.9739745017,40.7219261191,40.7967687855,40.4934263025,43.755230474,4102.95519067,500.705764166
0.1795296,41.3362420533,41.7606842074,40.8772750138,41.4102386241,41.2581366778,41.8876359365,41.06191256,41.0115021477,41.8040386293,43.7901311925,3781.77730389,313.821319767
0.1798458,40.7691309682,41.231647307,40.480861426,41.0262850504,40.7083896853,41.6578931219,40.4581272705,40.4260628309,41.6790994546,43.7939241599,3878.49357275,327.410208703
0.1798965,40.2919696811,41.1421125794,40.3596423364,41.8350641818,40.5170146931,42.3543735943,40.3382249518,40.5256571531,41.7769691057,43.7916721984,2722.39819702,492.542895578
0.1799584,40.8158346391,41.164896667,40.2579444349,41.6012284153,40.7561256632,42.1087074427,40.4358050646,40.5423184324,41.6982653306,43.6968202261,3815.09826897,279.242550627
0.1802136,40.2991519374,40.7690667919,39.8131320252,41.3355101157,39.9826419951,41.857404903,40.0099401743,39.8726654499,41.5344413524,43.5834914038,5851.8139315,315.780540631
0.1803285,41.2407540251,41.5315521034,40.7344390212,41.7825810311,41.0446440577,42.155765073,41.0627843199,41.0247223404,41.8745779029,43.9640509117,9554.23053872,513.919144709
0.1803306,40.4860217075,41.3029647394,40.220653798,41.5696528795,40.650117482,42.0550197405,40.3870825002,40.3252593238,41.822121896,43.7530989116,4454.96770136,319.835493895
0.1804054,40.6348508736,41.1558354532,40.2790963893,41.4123382281,40.6268749441,41.7624831979,40.3991881417,40.3390821717,41.942479253,43.7414744052,2944.88650808,317.635317063
0.1804786,40.5101497461,40.7425444106,39.8180968063,41.0166599507,40.3430954687,41.5944233703,40.1771831017,40.2354602272,40.5868994444,43.6274356044,6162.17460221,306.920055867
0.1805566,40.5177365537,41.2829393065,40.4760261349,41.2497090211,40.9505070955,41.8459526086,39.8562611731,40.1488270991,41.3835368993,43.3169496687,2153.44074614,305.774059078
0.1806196,40.798957507,41.336951556,40.51680528,41.7208688895,40.74302093,42.1174464913,40.3603165866,40.5756616881,41.8361650399,43.775609244,3334.98797569,425.735278647
0.180678,41.1809838741,41.5603390352,40.930564123,41.4041503049,41.3026629118,41.9366170858,41.0394993257,40.8810262921,41.8683519554,43.9167239765,5831.87220785,280.744267635
0.1807441,41.0663223355,41.4580386464,40.3413033579,41.34799444,40.7646900702,41.8465048465,40.7106599056,40.6078899577,42.1299581464,43.8437680145,3276.12423522,268.843496108
0.1807939,40.7989825069,41.069663896,40.5949993034,41.2772246059,41.0205847043,41.6742593569,40.7917772514,40.5992757319,41.4775552546,43.7266405907,1614.53361912,318.303744285
0.1807978,40.922861905,41.2604844378,40.6320406007,41.802235256,41.1149892501,42.2336390377,40.8644641251,40.6597389054,41.8471254589,43.6330473985,2782.9103203,350.312015723
0.1808696,41.5725315213,42.0889412893,41.1216179691,42.0011077621,41.502603419,42.5430465188,41.4511226118,41.2600212021,40.0822080808,43.9823414584,12305.3849892,484.858218142
0.1809762,41.1496463268,41.3938103352,40.7772162589,41.4333563525,41.1510896074,41.9904712945,40.9280320205,40.7623478471,42.0805608173,43.8673145554,4342.11202488,316.841701417
0.1810829,40.8192861324,41.1689478679,40.743454468,41.0913578539,41.1876788434,41.6941086832,41.0544437811,40.6985984745,41.7795636945,43.7372338646,1857.47891269,509.060696047
0.181084,40.8155456759,40.754206091,40.3946070749,40.9647078583,40.8419698863,41.5720993577,40.5810499709,40.5305243178,41.7856771895,43.7227598843,2371.382699,513.812966966
0.1811307,40.4701194732,40.8376612654,40.0950479382,41.4372654824,40.5728043377,41.8537408168,39.6974278185,40.0840470027,41.7891598509,43.6866542031,3022.56673052,288.457188697
0.1812588,40.8928831612,41.2700143647,40.8378528829,41.2702936514,41.2723974851,41.8897736655,41.0198402578,40.6004226469,42.0988154196,43.8335417819,2036.75786323,410.04132258
0.1812823,41.0157415759,41.4772295921,40.6064653883,41.3500812013,40.8951167683,41.821080321,40.6833013168,40.7859278097,41.6626017037,43.6526869619,2793.49970538,348.577246567
0.1813373,40.6682570002,41.2828483236,40.5918352436,42.0487506025,41.0567113725,42.3688690716,40.4450145082,40.4646742609,42.0447076381,43.6831431714,4265.09069365,353.981921769
0.1816584,40.8911351472,40.9806420875,40.2182921186,40.3678623123,40.7322257186,41.4157129887,40.3195941577,40.4495149998,41.1208107243,43.3956342375,1665.07772502,370.021614595
0.181849,40.8055818098,40.7934521983,40.2763333116,41.0080303022,40.6344085245,41.6007438469,40.6628248936,40.4508533735,41.7365337185,43.7967672037,4695.45196433,367.482767365
0.1818511,41.8897150129,42.4554534878,41.4409271999,42.4717416725,41.7053459399,42.8369893446,41.2336478064,41.4392685885,41.6813648905,44.1748965766,9927.01407583,389.869873424
0.1819584,40.7008970821,41.1248777384,40.5009152507,40.9703701705,40.9297718961,41.666278883,40.7303655607,40.6233063473,41.3789100823,43.659929382,1597.59671412,331.166838765
0.1819705,41.038332818,41.4428955539,40.4753002614,41.8600339069,40.9821250819,42.2016585361,40.3266417545,40.5815114106,42.0201446507,43.731626911,3912.71726365,304.507982494
