LO3,LO3/LO2,LfeII/LbHbeta,fwhm_bHbeta,LNII/LnHalpha,LSII/LnHalpha,LO3/LnHbeta,fwhm_OIII
41.2606223775,0.7621836867,0.173238139,3078.62568703,-0.3294076358,-0.4009817805,0.987898673,329.544440801
41.1918803235,0.8294627246,0.2801383692,5060.85768575,-0.2372769206,-0.2533925012,1.0619024044,321.214922931
41.4193613219,0.3344009076,-0.9173499495,11753.9387425,-0.0251423652,-0.1220399938,0.8924997696,323.623766196
41.2076707838,0.3742008858,0.5733767102,1549.14414824,-0.1371318924,-0.4622753832,0.689639642,272.40049768
41.4341966701,0.6639579398,0.3410055914,2204.27073906,-0.4627996017,-0.3055648697,0.9357507447,454.51565083
41.4284097295,0.9657973747,0.7423223518,4457.56196445,0.0163041539,-0.3164411386,1.4419003179,418.287020189
41.61685151,0.5498569099,-0.2671688248,8600.47786894,-0.3637472593,-0.3828892584,0.6269848968,522.5928578
41.9047103762,0.5173745202,-0.0195851491,4329.08395479,-0.4720978822,-0.5432327257,0.8353524613,374.463731901
41.2461390747,0.0228629731,0.7461349852,3321.63145434,-0.1764009418,-0.1293676265,0.6358772867,425.694123535
42.2747317646,0.6493782021,0.1246354808,2520.34162208,-0.6860451257,-0.3942414945,1.0456143497,322.261729246
41.3127238028,0.0924503497,0.0374345872,9551.27867035,-0.2621040265,-0.3797418891,0.668199445,387.437070988
41.5912979006,0.63958443,-0.2283427546,11920.1436807,-0.3478488492,-0.243135299,1.0269699622,438.92013079
41.6279704957,0.645816843,0.2584500569,2523.17742944,-0.271539108,-0.3722501456,0.4946999764,630.885593191
41.307265981,0.4269836072,0.6022802781,4852.9516854,-0.2052706752,-0.2533568959,0.7010809357,372.715963784
41.6928802678,0.2511124438,-0.0893956141,8455.86430868,-0.3581576919,-0.2647989746,0.9999565562,309.754716249
41.7505387581,0.7162907743,0.0386138638,7841.74143826,-0.4951684738,-0.1680740662,1.1832587793,302.384578219
41.6541616894,0.742332252,-0.3487136277,8776.51530932,-0.372041646,-0.2793767349,1.020567277,371.674618158
42.2898899104,0.9214184094,-0.4551860064,6453.28282532,-0.8714935062,-0.5445487434,1.1534837546,263.126145991
40.8249761284,0.0109826961,0.6614090159,2464.33422718,-0.0540197961,-0.2237441122,0.3336056866,653.286976322
41.1312878505,0.3203758962,0.5796277217,1734.8977674,-0.0941204288,-0.373857456,0.5709914776,413.722373596
41.7124439555,0.5505122334,0.3215972934,4159.31911313,0.0248748757,-0.2717326222,1.1254781714,821.431177377
41.4903489762,0.6125166237,0.6392053121,5003.07698799,-0.0799914947,-0.2588315419,1.0468255978,601.298873046
41.2745114268,0.6032389211,0.3610504292,2159.9018272,-0.7822879621,-0.4340189991,0.7649214114,380.601317532
42.0039933612,0.7325832959,0.2618489081,5620.76536747,0.0180401963,-0.1831805474,0.9795921304,499.625719586
41.7664408484,0.5433987915,0.135063442,7414.61852678,-0.3379641192,-0.3582044554,0.8355077895,414.401204967
41.402866731,0.723225428,0.5263328143,4480.14353119,-0.0031032329,-0.2622554811,1.0783676615,342.026862321
41.623603787,0.6422639318,0.9003344961,2948.082272,-0.0745629106,-0.370570782,0.9320105781,595.226613587
42.2243725135,0.6362959774,0.3479417628,1949.27384894,-0.169211425,-0.3209647412,0.9115186417,520.332540676
41.8630955522,0.4368869034,-0.8622369445,7980.54986344,-0.704633769,-0.2941019382,1.0313482543,225.512540383
41.6783699939,0.2167912816,0.2604957658,2720.12698581,-0.4033123975,-0.4017922468,0.6200819846,466.207644924
42.3819672172,1.0065848499,-0.44446658,4735.08401763,-0.6436718223,-0.5053713719,1.1010716679,428.796021277
41.603738059,0.2928147358,0.1826851608,6222.78733106,-0.3587676725,-0.4199071906,0.6060704027,378.2403296
41.2883562378,0.2571734434,0.5455307586,1941.38344684,-0.2854226536,-0.4778870709,0.3983922375,310.617558377
41.9787526931,0.5695421109,-0.3533853504,9586.93677241,-0.4491014831,-0.2872527174,0.8896957005,387.937588005
41.5084917046,0.3340161283,0.2621201483,5044.77959192,-0.0857773299,-0.317954272,0.6073215817,463.878190614
41.7418681306,0.5509101706,-0.1318211764,4348.95166759,-0.4765343805,-0.4697961588,0.908106542,266.585065936
41.1012889404,0.5256313228,0.1222557044,7838.03567573,-0.2110433058,-0.4588571021,0.540809903,351.232991736
41.4656906303,0.4357889306,0.0234752964,2530.92468216,-0.2682393922,-0.2532982675,0.7483236472,435.734431852
41.5507883899,0.3822127279,0.4041529929,5137.06586731,-0.2413053285,-0.3198751901,0.7842068165,454.81538126
40.9463615966,0.0395394112,0.6260387485,4396.1164242,-0.1697552062,-0.3238902228,0.2592504266,588.46798352
41.2840312249,0.5249000467,0.2795027053,2092.83819987,-0.2704389572,-0.2689038246,1.354806231,343.080438521
42.2613152366,0.649011321,0.3033209855,2482.98661085,-0.1440361357,0.0271874015,1.213275762,492.925885637
41.6975469113,0.4730407564,0.128475903,2486.83264742,-0.1658022586,-0.2304693879,0.9457820449,368.092059412
42.8416207996,0.5952262524,-0.2825872147,3876.47267021,-0.6850198619,-0.3499379626,0.9870598678,423.303393282
41.1306722297,0.4396007121,0.4714369003,5528.10246739,-0.325067963,-0.3356273955,0.7818743006,321.76581137
41.3889990466,0.3495692466,-0.1856948571,7033.53308378,-0.0039067389,-0.3510868384,0.8561526285,437.601981499
41.6562176449,0.1996291016,0.5610527578,4277.14499234,-0.2786674482,-0.3772749762,0.5666539736,488.03010694
41.4595454525,0.3298542266,0.436589123,4047.93661179,-0.2906620925,-0.4152869803,0.4396288359,539.5092521
41.6693662242,0.2992022709,-0.059618049,3046.09376778,-0.4290556652,-0.4199394272,0.6229645441,337.501627023
41.5289201841,0.4904616046,0.6621488126,4702.58649762,0.0078489001,-0.0830766194,0.9900286971,496.534331701
41.2190627413,0.2656173714,0.6103409639,3943.81209736,-0.2787916398,-0.3488504567,0.5151139496,613.609713112
41.9758785345,0.577625803,-0.2015496228,3678.76374717,-0.4383297469,-0.4104624708,1.1666506113,252.805215825
41.3035325739,0.3089274637,0.1937187566,5331.23351254,-0.4633922455,-0.4220979488,0.5441581724,436.343250799
41.7303847762,0.1865190342,-0.558853023,9393.79392818,-0.5538709698,-0.0329554916,1.0106737581,437.080285535
42.153435586,0.7259771422,-0.3150315297,4559.38702311,-0.3963613295,-0.2767451152,0.7799350126,408.47727525
41.222381257,0.5654801294,-0.0559202864,2862.14130206,-0.661142238,-0.3912105155,1.0227770248,230.914022113
41.6058472201,0.4893599949,0.3859836277,1780.74382326,-0.2803590997,-0.459975232,0.7770833168,392.093849729
41.5314026527,0.7144442896,-0.296348524,7666.06299015,-0.5629203939,-0.1841249846,0.9598983225,264.164622683
42.1441910573,0.5682465445,0.0317760583,5684.94796072,-0.2243071249,-0.2183839192,0.9081116255,618.816037661
41.6120727754,0.3424790245,-0.195868979,9984.02821657,-0.3636670333,-0.3136888741,0.7694139591,697.868727455
41.5322158458,0.3092263758,0.4617579025,2461.68035662,-0.132952327,-0.3601613411,0.6501561987,422.997560541
41.6206892832,0.4284533314,0.0768388944,16740.6706922,-0.0432109249,-0.2331651543,0.837557086,768.126575289
41.6737177542,0.6002470072,0.5338914877,2013.83782986,-0.5551788604,-0.3818686452,1.0630723202,613.79832154
41.4645632417,0.5793492271,0.4047978803,1253.9823162,-0.4614790868,-0.4260421537,1.0582312294,352.219546088
42.5211843005,0.7640600004,-0.1791919888,7256.47307446,-0.2347167266,-0.3313436956,1.2868052907,476.586668634
41.4763092839,0.4162611201,0.66887663,1505.62295221,-0.5036336995,-0.3183350115,0.8106151368,526.643388707
41.2800328924,0.3223891322,0.580431559,3318.28515671,-0.2140936173,-0.2979922453,0.6887500722,293.042352954
41.3438005251,0.3815428929,0.406407057,2550.63751027,-0.1380235196,-0.2207703206,0.5677785877,530.006252727
42.4002950893,0.7297296229,-1.5382669966,3987.32496943,-0.8548808059,-0.5886832328,0.9785348934,336.491940258
41.769429873,0.4725602111,0.6279354409,2684.3955288,-0.1831621114,-0.0987833761,0.9535879987,506.457733606
42.0038469717,0.1110231694,-1.3341940332,11400.2345104,-0.7806690793,-0.3393748726,0.8052220287,410.181104012
42.0200188891,0.4214339741,-0.0815480165,8412.62105044,-0.554206444,-0.2980156407,1.0657636812,318.863436675
41.7918794308,0.1628352839,0.2569904196,5866.2931013,-0.2919530644,-0.2639403253,0.617012923,466.594029578
42.2494455397,0.5397061203,0.3265050329,3248.63445643,-0.2621209371,-0.2621570268,1.0835742029,440.38361073
41.7644139198,0.114386344,0.1445067036,2985.98769299,-0.0984695547,-0.2615311099,0.8393191172,695.833338203
41.4772599579,0.3243262392,0.4777040126,2581.61952074,-0.2645500884,-0.2529783909,0.8887217284,391.352725769
41.8646694058,0.4399731281,-0.0562957578,5207.62394481,-0.0587839559,-0.2413257332,0.8042619868,514.102567224
41.7568929723,0.3166031225,-0.1817913889,4589.04712912,-0.8274842292,-0.2075545479,0.9298938552,368.539232876
40.8287085827,-0.0481573234,0.2174701991,3797.98363873,-0.0936262629,-0.3032632026,0.4454640017,460.367124698
40.7959661097,0.4069655302,0.5498242043,4388.35317249,-0.3158760971,-0.442045376,0.7250707216,461.115783397
41.3649027674,0.2291574789,0.4961703377,2519.23304795,-0.3114427573,-0.3614843733,0.6282960746,391.686919108
41.6591684897,0.5357405482,-0.1496669606,6523.50817536,-0.3792627272,-0.4227062501,1.0158061795,466.852016358
41.7415605664,0.5717471999,-0.0432161301,3852.52532258,0.0277553969,-0.2000115527,1.2441868325,896.575778574
42.3950400942,1.218060484,-0.2487294256,9136.64312245,-0.2595452507,-0.9564450628,0.4121895401,944.544444197
41.2986671435,0.2783915427,0.8341408617,4295.76724705,-0.2193931089,-0.4685679946,0.4901664688,422.420493157
41.9866219398,0.6588892664,-0.2684159176,10352.0901741,0.0231264495,-0.1023909892,1.2445994139,438.730058593
42.247706221,0.4295993527,-0.3323005197,8538.26508389,-0.8239984557,-0.2162257028,1.1380203002,379.263867065
42.6796190265,0.6823649109,-1.8082981592,14905.2858562,-0.6358813574,-0.4851061933,0.9994592116,535.876018066
41.5591556973,0.3546394321,0.3721538929,5168.20057724,-0.4268146515,-0.2606316105,0.7396123079,366.387707403
41.9078053217,0.5291357982,-0.2667129003,11101.6116233,-0.1998036505,-0.1942126153,0.9012642591,470.540765637
42.1952047616,0.4421220907,0.0606760517,5237.39491279,-0.2158656936,-0.3431622264,0.7460097544,460.845203787
42.3835359688,0.762556177,-0.4716646399,9868.47758827,-0.562537949,-0.3529606718,1.1077461804,482.267970601
41.6850002594,0.4020923046,-0.2680535617,3723.98330464,-0.2228947123,-0.4964996076,0.3761801303,453.857261253
41.4653558014,0.4139414517,0.3473130587,2730.35987412,-0.4001432353,-0.3988161605,0.7369522325,432.433088585
42.0284977928,0.5950948527,0.2961309626,3257.88260255,-0.5210443273,0.0766870319,1.0152729244,519.416984851
42.1752475979,0.6810778415,-0.4091794072,6459.0255427,-0.1066012162,-0.4731241647,0.9736728907,557.271680614
41.8492782476,0.3432816334,-0.2467143401,7293.04148211,-0.4479650316,-0.1944753692,1.0364652904,311.653818469
42.5001208426,1.1552098379,-0.4952540936,7683.20928616,-0.3250110793,-0.4997736875,0.9582054082,680.638087984
41.9179527208,0.5270866541,-0.7783000975,11332.0784103,-0.2336882458,-0.2933069806,0.8115726386,465.315930189
41.5378288782,0.2155301321,0.374237526,4449.5847906,-0.4181158283,-0.3837738343,0.5146599081,393.203183624
41.8219200134,0.6542241111,-0.1508736205,8588.73653512,-0.405526637,-0.4958759065,0.8354190556,350.361866559
42.1855937611,0.573438627,-0.2181306195,6761.91987296,-0.0310608119,-0.1469819075,1.1459162723,826.590358578
41.8001443847,0.6966503256,0.6910887907,2561.05906764,-0.3308556854,-0.2497064121,0.9862654362,439.439315718
41.381018925,0.3711645822,0.7621915421,2894.90632345,-0.1148177643,-0.4038146766,0.617194108,439.752601223
41.7237999981,0.6383439777,0.0120710913,9854.898128,-0.2435733208,-0.2361873527,1.2705178886,269.267804444
42.2580455963,0.6040050695,-0.1614004039,10570.449722,-0.5208856013,-0.4147041736,0.8147844006,476.31854252
41.4952049513,0.329591259,0.0452662037,11685.4895855,-0.2235005709,-0.4815851299,0.6005051916,648.720483505
42.0517625682,0.4850766723,0.056274655,4751.38314501,-0.0687108199,-0.5168624801,0.7470273599,747.856640588
42.2926093267,0.7583643633,0.1638337575,3708.81281067,-0.3320105407,-0.5810310922,0.8045664948,1062.67032704
41.8110120894,0.4484492017,0.3078521543,3648.39025845,-0.2537994518,-0.3548887229,0.9322650006,343.396798608
41.9115159053,0.4858811327,0.4726123068,2784.19814138,-0.0532959877,-0.4279123146,0.8758154287,512.835402252
41.4751986559,0.7196539465,-0.2128597495,7625.22551223,-0.1323754677,-0.2305151425,0.883309395,523.513346068
42.0231482332,-0.0132009854,-0.2510151789,3920.15843266,-0.4452910481,-0.1779570987,0.7569743924,291.071231598
41.7027363482,0.6622649027,0.5803295076,1992.90384804,-0.3703611988,-0.5136375933,0.8827818288,451.383949473
41.6046409397,0.6161464189,0.4237575403,4046.70866838,-0.2092502972,-0.3113712755,0.5945968081,613.774611183
42.0506033122,0.501416021,-0.096816343,9854.90039263,-0.4110477773,-0.2042447141,0.886038293,416.297801343
41.9098940807,0.6293608614,0.6192660039,2990.10222751,-0.6207343283,-0.5232263758,1.0335148202,262.00690592
42.2547818918,0.8006435375,-0.4662210718,9429.76993816,-0.5141461409,-0.4626626424,0.9321317451,518.871074437
42.6450966864,0.6178418423,-2.3376728442,11811.864818,-1.4809104405,-0.8904560644,1.0770851206,280.834514951
41.8658007737,0.3926946702,0.1288848035,2983.74848554,-0.2215196607,-0.338521917,0.7383588006,506.752396349
42.3045055925,0.4411302687,-0.1629733899,5296.33573641,-0.490061975,-0.3146083734,0.9551327722,371.470999899
42.3450672272,0.463901298,0.6860535411,4379.22170256,-0.1946231197,-0.5015160593,0.6279857777,837.962652385
41.7905299841,0.2102675695,0.4317989957,2227.62881498,-0.1454878664,-0.4114518152,0.4138647267,554.725903503
42.2946540029,0.5067606513,-0.1764095624,13068.4812455,-0.2360918176,-0.1980439981,0.9497637047,495.813944237
41.9211098825,0.7834608704,-0.6334470114,5754.84104533,-0.5571023349,-0.5360023183,0.8252581713,463.501701285
42.5992530203,0.8714173473,-0.6093984416,4106.00985078,-0.3961407544,-0.4090324475,0.917457185,656.29200688
42.1660774046,0.7450121242,0.3086514235,8014.57964161,-0.0353087154,-0.1535926157,1.0649834153,424.976957695
42.0667651111,0.5298641507,-0.1074337221,10319.7012218,-0.6197725439,-0.4562515511,0.9079900902,418.231808615
42.2578317121,0.8381464182,-1.2965505678,13145.3107729,-0.3127688549,-0.5870224499,0.4602841108,532.912032172
42.0108391682,0.4161439569,-0.1829755366,2770.20034794,-0.1240221425,-0.2556802501,0.809846403,621.061246279
41.5825285703,0.6947337815,0.1700639169,3569.61928918,-0.2683329458,-0.5371922265,0.6216433271,899.252344049
42.1971524506,0.6707155343,-0.3600552139,7827.01799561,-0.1508295628,-0.1242330599,1.0026857965,751.554001981
41.4293134384,0.2905192637,0.3533517848,2281.60840771,-0.4678441291,-0.4300143573,0.5602209436,428.896333572
42.6365839679,0.6356854306,-0.4182468734,9681.27121777,-0.2778721961,-0.2881636406,1.0585167982,422.925549528
42.2441576793,0.4192863709,-0.2822639291,12484.497083,-0.2464580077,-0.2436766301,0.7887120575,455.034081092
42.1797149333,0.5346815872,-0.2884174421,6360.58396677,-0.198981285,-0.060551001,1.224678214,441.632712765
42.0623017044,0.6503991888,-0.0507216579,3347.04370496,-0.0787111037,-0.0680234339,1.1201610387,512.37312582
42.6152330918,0.6678594062,-2.198116174,9491.71893701,-0.931380045,-0.5424075676,0.9970372379,401.160140682
43.1093313527,0.597426978,-0.5994906786,10631.6090368,-1.3122506825,-0.4972851937,0.8916346099,455.539961654
42.3981381032,0.8816218975,-2.2593575921,6769.32502921,-1.0682452064,-0.778709027,0.9857109736,359.029308527
42.0733332649,0.487113576,0.3263778095,2193.70939502,-0.0544475453,-0.1178662613,1.2467973737,498.809885209
42.0004381177,0.3671818899,-2.3231685269,15078.1164724,-0.9835009303,-0.199734872,0.8422668342,598.914736302
41.1358152466,0.4057113871,0.1888509073,4306.01966497,-0.4726750783,-0.2723735591,0.6900352084,408.289733691
41.6117976561,0.4931714813,0.5895798111,3378.41401822,-0.2153640645,-0.4355129438,0.7669682885,582.429443028
41.4983047074,0.640761901,-1.7252549959,9255.71441412,-0.1787210484,-0.1842498519,0.9983295948,464.368200141
41.779663207,0.3925760825,-0.1268225888,9221.0684995,-0.4767718282,-0.345165835,0.7093241105,491.337090113
42.5170542805,0.4729371394,-1.6462644653,13289.93431,-0.8921309267,-0.3646624968,0.8372371472,371.662387292
42.4882513459,0.7285563522,-0.8571250363,9764.50033152,-0.6734030128,-0.2364941807,1.1794421082,322.65454448
41.7625900768,0.5581052325,0.2311613489,6299.88445392,-0.1647265402,-0.3823719714,0.7620833985,588.045397994
42.2926650876,0.5153363078,-0.5179719407,10443.0254602,-0.0036731692,-0.1099070172,1.1756701167,455.908134132
41.684009573,0.598863263,-0.0008849116,9949.75893597,-0.0685285817,-0.1924122563,0.9731131506,531.506379699
41.4890991367,0.4510568156,0.2966973792,3419.3971158,-0.354670264,-0.197446365,1.1510578844,242.737817849
41.7028651392,0.2731813398,-0.7908423401,9954.42954936,-0.0619724049,-0.4360304154,0.7409181841,528.254018244
