LO3,LO3/LO2,LfeII/LbHbeta,fwhm_bHbeta,LNII/LnHalpha,LSII/LnHalpha,LO3/LnHbeta,fwhm_OIII
40.8459401677,0.2168167086,0.6718390046,4507.01299741,-0.0411621614,-0.0897129334,1.0710837827,358.353429854
40.5874271909,0.259210145,0.61057933,5453.91989241,-0.0998749987,0.0018641524,0.979791823,245.960306519
40.5226241876,0.1485021645,-0.1088341205,3469.41925993,-0.3607690729,-0.2934592475,0.6665969294,253.207144675
40.8706929952,0.6018185668,0.721581531,2973.80961753,-0.14654148,-0.5008848343,0.9426076902,266.53493744
40.8838073592,0.4606413911,0.3293123462,3532.11293955,-0.0359625386,-0.0062326171,1.1226284961,219.350551436
40.834260607,0.3071231917,0.8469741877,1820.38593798,-0.2676440413,-0.4591531222,0.4609619023,355.476527932
40.9017464483,0.3907105195,0.297740831,3065.22715862,-0.370757754,-0.2122177307,1.3270144468,200.993565524
41.5378167764,0.6550141808,-0.0567890634,4041.04869452,-0.1598346259,-0.2467733049,1.0678686414,256.141321058
40.9758904394,0.3647420504,0.3365980756,3590.68513105,-0.2002186134,-0.4184327309,1.0572918932,245.260014471
41.1574552085,0.5314973492,0.1032033903,4080.63479973,-0.0260910971,-0.2994282119,0.8217492073,407.697793836
41.7062813142,0.6089927762,0.2415385025,3123.58345582,-0.1020581367,-0.2193925744,1.0406832654,325.352270096
40.8733168706,0.5527195369,-0.1054518571,4759.60664504,-0.0561919761,-0.0112071326,1.2313955112,340.621664977
41.2518613859,0.634620719,0.496321728,1450.78000903,-0.1983378164,-0.5084434616,1.3275213983,311.246549582
40.9856623935,0.7410737391,0.4454509695,1286.90916794,-0.3335783359,-0.5545118357,1.1341359366,336.126321211
41.4661726773,0.1839624645,0.1262094264,3934.6415053,-0.1831944707,0.0124408763,1.0172021035,315.427654885
40.5303703062,0.4819279779,0.6044908794,2552.37504186,-0.0363859677,-0.2800234134,0.6626064785,437.281558698
40.6795011057,0.3880385167,0.6915012208,1838.68109862,-0.1991104533,-0.2911569331,0.8890051347,342.012265906
40.9140200545,0.3704912035,0.2313120842,2280.35378826,-0.2985011571,-0.4761000991,0.4910874375,316.884361979
40.6352960944,0.2870253384,0.2989810684,3746.17208286,-0.1303882912,-0.0945084427,0.9844294484,320.039861508
41.5685466112,1.0804935407,0.0847392844,3366.31354936,-1.1751844972,-0.9738512499,0.8804738698,259.565715373
40.6153717811,-0.0161243108,0.8070209273,2934.92601452,-0.1603884788,-0.3436477111,0.2754434421,300.062429711
40.8511616401,0.5004410463,0.6191625775,2346.67048165,-0.4155337539,-0.3611157959,0.7968857301,319.353436152
40.9583159847,0.3184846299,0.4994527042,4414.37221846,-0.2293827704,-0.2247341318,0.9346899186,258.034886603
40.6688111813,0.2901841395,0.5619916208,3217.83251909,-0.0181521366,-0.3844400935,0.443950258,441.616467863
40.7611885805,0.3412815062,0.6660000342,2386.06050513,-0.3442643601,-0.3737975165,0.6852247825,306.936704229
40.1530674909,-0.0705270322,0.4435560055,1903.50037997,-0.1651835554,-0.3479988258,0.3735461416,267.727666382
40.4491790129,0.46064888,0.6474304644,6675.0701053,-0.0400435229,-0.1843845298,1.0113043931,365.667820312
41.9426040708,0.6493664304,-0.1992918088,7918.55114354,-0.6887542163,-0.3544481802,1.023373662,391.336993773
40.8383219925,0.0031836223,0.655223465,3922.12399429,-0.0694363725,0.0367309725,0.6879440934,411.170030304
41.1175925771,0.2999175803,0.5591022905,1526.68108444,-0.4022696521,-0.4282743256,0.9520640024,210.647950161
40.9665575479,0.6192516637,0.4369707772,2599.87140122,-0.1880612277,-0.2575263575,1.065733755,296.527270362
40.8373485213,0.4667296191,0.1294386983,3765.66876436,-0.2690226702,-0.1835096415,0.6156712906,473.609506583
41.2485878048,0.7410864905,0.728652002,1076.20573344,-0.1468042072,-0.3218746774,1.1022033273,306.144294385
40.8288853449,0.4028636052,0.2715587776,4227.95482623,-0.1641853792,-0.2421157,0.8953069869,321.664360486
41.1225557888,0.5031571625,0.4567897682,3608.40755667,-0.0706542724,-0.2263888871,0.8033034889,300.421040039
41.5972653672,0.7123935676,0.5403220033,4384.29845765,-0.1160308628,-0.3822392697,0.8476546799,867.604509291
41.5049035562,1.1203387659,-0.0087911559,5734.5610594,-0.114310773,-0.3088091205,1.2881224889,356.380915262
41.7742485158,0.5472403137,-0.4135194236,11717.7608515,-0.2804944776,-0.3274121091,0.8739648843,301.890292795
41.2798820603,0.3946648022,0.1698984992,4146.41631541,-0.6844879295,-0.4633167742,0.7200197661,338.422811732
41.5780656836,0.5722719557,0.3103911776,6293.46154179,-0.3798461901,-0.3870723589,0.981365445,325.555736796
40.8187786786,0.4609928912,0.1441447878,2872.59748114,-0.0982073802,-0.1625080887,1.00702536,436.444361981
40.2895911916,0.3218316249,0.4020604484,4209.27119895,-0.3384471664,-0.3489536219,0.6799319284,379.185195185
40.8429675299,0.2881758667,-0.2512160978,12160.0338821,-0.2589098827,-0.3022592665,0.590637496,356.438933437
41.1629072405,0.5125785061,0.3965203457,2596.26468024,-0.3270841439,-0.3182887474,0.9831039525,343.091863766
40.9250931236,0.310987386,0.4204002178,7174.72056321,-0.1087722765,0.0631810792,0.9297720484,266.945584601
41.1590382477,0.5556692992,0.8253042575,1852.12693657,-0.0273945151,-0.2707459176,1.0702405701,270.778922706
40.9673807214,0.2343981787,-0.1088262961,7377.90265521,-0.2366797113,-0.1029857652,0.8538740207,587.868735279
41.4000957838,0.6784595369,0.2790044631,3526.36139372,-0.1526515291,-0.3467543199,0.8984919266,472.432998206
40.7086907369,0.1364366645,0.264339372,4156.18118985,-0.530470308,-0.4220744888,0.6354192012,345.861678513
41.1489671045,0.531959823,0.4354042362,2684.93782165,-0.1535251723,-0.369832454,0.8575338683,405.947959343
40.5858336258,0.7885654552,0.8101207446,3785.88261799,-0.1433350954,0.0998307513,1.2386082394,429.184228296
41.3408165536,0.3197971599,0.2008612176,3740.85242505,-0.0694149634,-0.1825709992,0.8526440997,382.674249961
40.8831388841,0.2542081247,0.8016450498,1864.58609002,-0.1900751372,-0.160949202,0.6366383512,411.331850539
41.6017663522,0.7667215777,0.1739742618,3461.55218082,0.016355007,-0.0737485988,1.2723444113,267.384606471
40.6869483692,0.6915664061,0.6734332373,6120.75738253,-0.2129046979,-0.4253022466,0.8866903131,396.792903038
41.1457311866,0.6406139953,0.4678416127,4981.31573242,-0.0634793387,-0.3384062218,0.8539954758,462.05125752
41.1993418609,0.8482637547,-0.0817343182,4731.05529943,-0.0365977135,-0.2154997164,0.9288928877,372.437212748
41.2360877041,0.2839781613,0.3154887736,3838.75094301,-0.2569196937,-0.421110766,0.6028734171,348.618158538
40.9341604821,0.5113887973,0.7938949103,2732.46310774,-0.1026844525,-0.1769054649,0.8317855072,414.678960905
41.0645339385,0.332513806,0.5882613224,1554.19260875,-0.2172469343,-0.4321124232,1.2151991787,269.281208848
40.7912159411,0.0750085632,-0.6512686992,2419.15643542,-0.2783684674,-0.3949115214,0.551101905,303.891902404
40.8987314657,0.2246174714,0.1873204473,2551.44450042,-0.4506046609,-0.2179866088,0.7257637959,242.129855405
40.7282263044,0.4890097895,0.3767758835,3500.47534698,-0.3173518644,-0.4352366913,0.9256479704,293.960173984
40.8935365554,0.2760134927,0.603139462,3059.91854604,-0.2550421382,-0.3508541758,0.848312154,279.402805292
41.3522528515,0.4669971727,0.4486107337,2076.26996177,-0.53284841,-0.2317593004,1.047431381,281.95789799
41.8721653876,0.6559054743,-0.1416608983,7058.00852609,-0.8193378659,-0.5220355424,1.1536936763,349.582250423
41.2144711834,0.5455550876,0.0096296108,2615.21098149,-0.1355899322,-0.2717215387,0.9718772002,321.282790534
40.6740282866,0.5449204309,0.5368099568,3685.57809048,-0.0518322308,-0.2229917503,1.1291993054,249.805603281
40.1990464077,-0.3704866943,0.7138598618,2199.03483495,-0.0935652562,-0.3078056032,0.1767709057,244.67243472
40.9834805456,0.4115195713,0.0823325054,7585.57468631,-0.3307008399,-0.3907434306,0.743934116,437.245670424
41.7090905396,0.4536572365,-1.1848525323,2945.20198991,-0.3836814636,-0.4457838725,0.9048617477,359.694450545
41.4007163594,-0.1035785883,0.3573140322,4339.88373437,-0.1822430923,0.1000005399,0.7498273326,489.904628938
41.1443866985,0.5017653526,0.3937519196,1589.99328084,-0.4594359518,-0.4042106971,1.4296348719,281.007368671
41.5895820645,0.7005989348,0.3553756802,7201.40388233,-0.9411640997,-0.5836840076,1.0866090245,233.465322146
41.3108452296,0.0383352653,0.4534441293,4899.25904043,-0.0937762306,0.0228175746,0.895838102,433.888184188
41.4766362423,0.6973543357,-0.046852163,3952.62807372,-0.3446488919,-0.3942644157,1.0080351195,304.958155548
41.3137097808,0.5825562416,-0.2433408193,3818.21656049,-1.2126579473,-0.2953587052,1.015269059,294.363974242
41.076865457,0.231254669,0.0564956247,2252.35796879,-0.4115234174,-0.5317689191,0.5909914851,258.978975798
40.8401731931,0.5822620688,0.9046002072,3416.05338712,-0.0635696489,-0.2167510464,1.0269743384,316.845614943
40.8739957611,0.8357484906,0.4156896221,3113.71527741,-0.2817281433,-0.3076124239,0.8191179312,249.876462235
40.942110925,0.4328769265,0.6489908024,1762.55144743,-0.3715488445,-0.4463806534,0.6897778542,257.727617568
40.8100478405,0.340930898,0.0596809734,6924.24310013,-0.6517027166,-0.3203427933,1.2073330248,420.337970531
40.4139909521,0.2001846835,0.7654499979,3478.7514542,-0.1735451568,-0.2528192981,0.5572196172,340.034623746
41.0455427925,0.768783388,-0.3500484984,4152.58612961,-0.9902002278,-0.4797051084,1.0059208977,347.102235791
40.7399328013,0.4004401666,0.3734517902,2595.21307028,-0.1988270089,-0.4091907581,0.4470292608,302.339268244
40.8521486054,0.4235132778,0.6459588147,2629.39648466,-0.1863621913,-0.4546804149,0.6448436117,362.134035501
40.9737715501,0.5362021262,0.1865171637,1892.64069,-0.2923658953,-0.5050778202,0.9305146416,236.384057302
41.1851671844,0.3399995048,0.2220267784,1742.56064892,-0.3152262745,-0.5582229563,0.5679281656,314.764760222
40.8572706378,0.3519084159,0.6457619694,2104.37548014,-0.3260374397,-0.3471587406,0.683373342,305.271224795
41.7977398048,0.6506904073,-0.0761035563,3682.75246755,-0.4302120742,-0.2615779101,1.0397404297,509.629605919
41.0113383817,0.3854695965,0.2505373603,3150.99931387,-0.1064021874,-0.2638331718,0.9777676857,301.144896562
40.997812759,0.5788664438,0.4831398053,3858.07096191,-0.0712506406,-0.2521040617,1.0568685422,192.53690169
40.747095076,0.12087062,0.6765366463,4089.24608899,-0.2288837821,-0.2812204813,0.7179848047,293.587110246
41.2837534709,0.6956121968,0.3596550878,2166.8909744,-0.2317751423,-0.3767887851,1.0610009794,253.552027717
41.0976803236,0.6296731207,-0.0610405699,2250.93439272,-0.1089457814,-0.2049734447,1.0477596217,366.682630116
41.341053908,0.6110673944,-0.0054225635,5714.21896913,-0.4487860185,-0.0694378044,1.1540169631,322.116199029
41.91326051,0.6862294638,-0.0157268955,2316.78679135,-0.4931007476,-0.4377484766,0.8981203996,327.917389344
40.5085842114,0.2066257306,0.5805714492,3194.82157545,-0.2193722584,-0.1919471209,0.7349590219,324.17234129
40.7552732924,0.1451187623,0.5871540484,3689.2853757,-0.2333922077,-0.4056283243,0.4050594475,303.100325584
40.9415036596,0.4919811457,0.4535448885,2197.82773467,-0.1961065728,-0.4135290264,0.8263371785,231.224819917
41.9071332047,0.5160865472,-0.2573921229,4802.08914283,-0.3503818824,-0.2806345147,0.898446988,332.892112797
40.4513710333,0.5507026139,0.7368580257,3012.45521573,-0.3613820097,-0.156554233,0.9312057355,393.314797647
40.6305771169,0.1860787424,0.8619082955,1271.63214779,-0.1512408671,-0.2383371788,0.7736659219,291.650573112
41.223609835,0.4505318813,0.1054386798,3372.78025045,-0.1171291847,-0.0723486776,1.051261617,358.236383565
40.5959699458,0.1144949223,0.5104323057,3370.33299261,-0.3347916802,-0.3247406516,0.6145552069,201.98819474
40.5372744969,0.1690159032,0.6204133748,3245.75617253,-0.2443295284,-0.3677720713,0.5567574819,237.990881036
41.2152180399,0.3249158665,0.6440194114,2181.55189338,-0.5575023403,-0.5006179307,0.8056236164,267.792505801
40.7318357062,-0.0822238703,0.2099891834,8188.75015432,-0.1231303241,-0.0249672537,0.7375824971,229.321140338
41.1140799944,0.5305622937,0.3904267591,3479.61064977,-0.2317234112,-0.2916357051,0.8719605489,303.688748734
41.1280654181,0.5038970543,0.3430355341,4246.81646275,-0.121739391,-0.3091497173,0.8693120662,284.716438204
40.6570390761,0.1074546708,0.4118075709,2575.45256431,-0.2636402433,-0.3354576896,0.4494516997,224.897259337
41.2877937849,0.4215057235,0.2589918587,1271.80827584,-0.3648193749,-0.4349415526,1.0797468234,373.509173609
40.7852625382,0.3952223528,0.3629439539,4960.94495706,-0.3018422639,-0.1974927071,1.2005383837,248.098778301
41.0138738242,0.7859921566,0.3639863622,3332.76402452,-0.6220000095,-0.3881689604,1.1046865475,316.002019185
40.6486478594,0.4288942108,0.912379765,2297.78936018,0.0256300726,-0.092332155,0.9580335666,311.397428366
41.5487483081,0.4599327166,-0.6273220786,5377.43702951,-0.6330190669,-0.2497870653,0.8144833723,446.532630972
40.6075091955,0.3089327044,0.4648332787,2569.2560448,-0.1645557673,-0.402958374,0.7390047825,364.342960271
41.6542895302,0.9316203436,0.1682282723,3521.70557938,-0.2162126344,-0.2904551066,1.2509005271,422.62072796
41.0315086705,0.3725268424,0.6519543485,5347.42247772,-0.1678595258,-0.1330982571,0.9050689436,285.413236781
41.0302052529,0.7111126961,0.333563649,3115.88493896,-0.0212873761,-0.1817210293,1.3178770205,388.285839423
41.3778959994,1.2675257817,-0.0197494091,7935.11750434,-0.4446682888,-0.5941956305,0.8395640441,433.905912178
40.5330424159,0.3715858135,0.2303781402,5276.46927183,-0.115839653,-0.431879681,0.8784201285,305.536548768
40.438370497,0.0653087674,0.7536207335,1657.64642929,-0.3700262544,-0.469308067,0.4768405823,287.514566046
40.4842756213,0.2063668428,0.3788555334,3979.57241827,-0.1839701121,-0.2259571573,1.0310938838,453.010150018
40.8919158063,0.179253399,0.9130095021,2860.62416621,-0.1049781491,-0.3827590633,0.6635217382,336.257851369
41.1284723435,0.5039434845,-0.07893528,11406.4971926,-0.1414478414,-0.2878077118,0.8883050873,213.738651436
40.867000654,0.5274749998,0.3917816555,2581.09455531,-0.1005668725,-0.2308213035,0.8625839025,393.148645104
41.6149468921,0.468176819,0.0547840748,4925.59769612,-0.4751313561,-0.4356821268,0.8116652813,366.641850301
40.6233356444,0.4730048568,0.5824562173,2119.25394039,-0.2085054211,-0.4864530546,1.0313722335,241.844184472
41.6815124928,0.8970875924,0.062090549,5560.62995901,-0.2625024273,-0.3566737373,1.1317269577,457.924796371
41.3148978123,0.5592583545,-0.0087646078,3631.6913141,-0.1512480515,-0.1856142324,1.1018970055,316.808259823
41.1746098503,0.3737622785,0.7168277809,2525.94076224,-0.3577020192,-0.3359960562,0.8575741844,351.058975449
40.8778538921,0.3651541432,0.3675449764,4996.96817478,0.0087061496,-0.0585242872,0.9089800671,293.383162715
40.8135112743,0.4233408609,-0.018983032,3258.13823198,-0.4765125725,-0.4741869996,0.8587651789,246.608505351
40.8312399428,0.2594645355,-0.5440472016,2139.22352118,-0.1042055792,-0.0524230444,0.9815505561,369.680392973
40.8400104522,0.3590396499,0.6617850576,2727.75898183,-0.1693869433,-0.3500016742,0.4641402248,301.626189315
41.0352291477,0.5476155027,0.7220556202,3353.85043559,-0.0415242439,-0.3217540008,0.7985240892,308.82820244
41.0464612877,0.4246290611,0.0272750309,2632.51723197,-0.588715715,-0.406622386,0.9202275283,260.175392731
40.6965717572,0.2191318927,0.400432521,1421.26781376,-0.180581811,-0.3263469446,0.3906867823,277.646666277
40.9176817594,0.5732739773,0.3076096333,3507.28978074,-0.3496035001,-0.3305904133,0.6462185679,385.783784272
42.0450959221,0.7771040795,-0.1726618557,4744.6471449,-1.2041619678,-0.5554601333,0.9542053173,508.746935815
40.6114801619,-0.1503082102,0.6515972099,1763.00618234,-0.3258014956,-0.2060185672,0.4540723868,282.94648921
41.3641876087,0.3944039309,0.1576292864,1538.56427052,-0.1174373547,-0.1629522876,1.0581801452,248.102339647
40.7649774062,0.5950448354,0.6302725978,1141.64292521,-0.41901207,-0.7247117853,0.5386327426,324.408881882
40.7980794835,0.6018917804,0.3825929604,9162.80755781,-0.1687638462,-0.4163186248,1.0220063844,192.246996995
40.7783037964,0.4591143274,0.3679272318,6067.60558567,-0.1414020587,-0.3553526652,1.1069647808,266.726672894
40.7323457044,0.2017980371,1.0043332131,1906.13066635,-0.4052209373,-0.3867267478,0.5051196566,306.439998187
40.9487496862,0.4203375299,-0.7333994287,2059.64193788,-0.3007841221,-0.500145008,0.8011510021,317.511502413
41.1132250935,0.5522014596,0.3153206024,1838.1529546,-0.0648212271,-0.3308796139,1.0002952778,256.864187549
41.2552875559,0.5974887629,0.8468530051,2053.41305862,-0.1251310344,-0.048698584,1.0488581498,528.282819082
41.3876523539,0.6624429669,0.1604751833,2288.06425576,-0.6249453218,-0.4536209131,1.0215957178,315.085519021
40.4561502443,0.1418569101,0.7928717215,1695.70846042,-0.3680055612,-0.3497493558,0.7661745877,236.981420281
41.2491510382,0.2022686361,0.5228010434,4007.35785398,-0.2828031591,-0.2320881688,0.7077157621,615.479677224
40.9058903539,0.3253469669,0.6439801152,3352.63575766,0.0308413586,-0.0094043972,0.7207886459,456.049920712
41.3141375778,0.6996032129,0.166916981,7050.77805399,-0.5325843008,-0.2728818758,1.0273755383,310.665616604
41.4436456041,0.1338809778,-1.1390815653,3604.89710717,-0.3350563244,-0.3793739336,0.6269082284,300.457430138
40.8389115627,0.5388000482,0.7394007302,1764.6876043,-0.423575184,-0.6245896284,0.8252278626,477.928965727
41.6202465624,0.6220027264,0.4347741605,4258.30674804,-0.0622951335,-0.2080497594,1.0403576183,288.833923316
40.4532929372,0.161182148,0.6420809566,4309.6994667,-0.0964329827,-0.0902214513,0.8099620024,296.80735398
40.8893816917,0.3425738674,0.5078368642,2180.43032673,-0.1172818332,-0.4074861689,0.6901058004,349.854930687
40.9862943453,0.6312107838,0.3077298506,4457.8296849,-0.2796641283,-0.5548011256,0.4568101468,511.903176806
41.2950978427,0.2801959457,0.0060986019,8029.19574673,-0.7029260978,-0.1910164983,0.6920444266,401.991603443
40.6303908433,0.2663303891,0.4725510864,2853.37530375,-0.1910405284,-0.3164668509,0.8834902141,251.498812877
40.6505039447,0.0018588556,0.5333642957,2921.9020808,-0.2709284074,-0.3513054995,0.3683348744,241.877504722
41.2155892316,0.4659616874,0.1043961774,3463.35977012,-0.3331087216,-0.4521433157,0.9718136045,350.585716854
40.8342246775,0.0038030856,0.4314090061,3455.04541162,-0.3889986805,-0.2163994741,0.5048913465,404.283090288
40.5787735709,0.18317449,0.7278942465,1767.76801982,-0.273298725,-0.4472202332,0.4677300991,306.236336433
41.9278271175,0.7712186963,-0.1494840117,2625.95418776,-1.1946204276,-0.6255275892,1.0234390763,264.948518842
40.883880803,0.6135382866,0.7373876747,1982.54433917,-0.2888585621,-0.6155303736,0.5307510834,336.63862677
41.2301419483,0.7064411601,0.5442147933,4163.98751053,-0.3257532402,-0.3220685392,1.0022951714,325.21699555
41.1421336791,-0.0120318492,0.3937241107,6523.10859408,-0.0998510473,0.0256633775,0.8341421052,395.729471972
40.5955191726,-0.1245333948,0.4462163304,4854.64722372,-0.1478623207,-0.0307620105,0.5542214914,438.655632989
41.417644772,0.2626885841,0.0825083801,12088.1670779,-0.3250568572,-0.2064016019,0.8842228544,338.648781157
41.3034533351,0.7414101383,0.1542939279,3053.63208451,-0.1729405817,-0.0552458648,1.340237833,306.145145916
41.0074321313,0.2298095017,-0.3123007278,3522.04543083,-0.2289244721,-0.2103487963,0.8069398345,247.85026094
41.0862337586,0.5887778954,0.3644905437,2132.99845125,-0.5046445423,-0.278805519,0.9413477172,325.699840324
41.6079323143,1.0542834804,-0.3709851701,8142.62925706,-0.1673383632,-0.0627773577,0.7904459768,671.051454865
40.7977787273,0.2654436776,-0.5292702156,2550.37744057,-0.2905786207,-0.4534302859,0.5135813166,361.722531171
40.8983362561,0.2948350364,0.3896737118,2296.62382747,-0.3782698688,-0.2835552943,1.2336459413,390.318895381
40.861188824,0.4062202805,0.2826166918,5081.99845164,-0.59829352,-0.343587869,0.6717333098,293.427113556
41.0978085548,0.4728281254,-0.5078085141,2704.84169006,-0.4845156325,-0.3483721004,0.6115962766,378.470767164
40.8506794561,0.3722150963,0.6886559007,4280.57517751,-0.1202382718,-0.2372307538,0.9289975233,340.536566353
41.1058488896,0.3178775576,0.1507353764,3005.55853368,-0.2650377816,-0.4743705851,0.388924738,331.361870996
40.6120833226,0.2549039686,0.4873007952,1961.63971709,-0.2875056419,-0.4783569258,0.7138889545,373.828921681
40.7785174034,0.1567255531,0.8611126965,2334.32268989,-0.2552344442,-0.4543123219,0.3774506425,299.294709151
41.4628663308,0.5272697134,0.3266928568,2964.23178764,-0.3124185909,-0.2655471146,1.1737244569,269.451294121
42.0227132825,0.6323335557,-0.4439805144,12978.8106862,-0.578421597,-0.4084199482,0.9215036543,351.957144193
40.7260277011,0.5186593631,0.8225951665,2560.39980037,-0.0954703355,-0.3063915102,0.9189591008,254.978228758
41.3446156194,0.5321302225,0.0579372042,3620.56429379,-0.1915573189,-0.49070251,0.6713846621,336.475987905
41.1558929146,0.5666673799,-0.0904635035,10048.8970718,-0.1435071269,0.0237193548,1.1622206108,377.160813114
41.3349064322,0.5590638986,0.1158060322,2747.76355231,-0.3125664945,-0.3566275905,1.0073200709,236.628144884
41.544238747,0.4954577324,0.1405704694,3386.9099461,-0.2885182649,-0.316044179,0.9658992228,334.631835102
40.4925674369,-0.1342207251,0.4852468118,2939.56572174,0.0040933456,-0.3018296488,0.2926308104,258.843204426
41.0507925992,0.3675309101,0.1940145961,4815.3620962,-0.3011368227,-0.4844539843,0.5591541951,322.340296237
41.0399182739,0.4709607101,0.4102547123,2219.09214307,-0.177939372,-0.3889028287,0.6080342329,295.993393906
41.2008915618,0.540973669,0.3503425794,2233.7320425,-0.3221677318,-0.3487496473,1.0837594046,233.193832517
41.3011686504,0.6921271058,0.6454054874,3782.03261185,-0.0266916327,-0.3184529922,1.0871502918,323.756898156
40.6622573819,0.425169913,0.5383101807,3049.99616984,-0.2261708725,-0.3621237422,0.772579114,223.75085065
40.6580145131,0.433735864,0.5612633662,3853.2013581,-0.0377583832,-0.1244986284,0.9680510081,269.544684177
41.4739243817,0.7048955772,-0.3082481363,8432.13418047,-0.1883437431,-0.2220586068,0.7294109895,405.794046947
40.8670429663,0.4340460064,0.2663884969,3054.79359565,-0.84222284,-0.4864943472,0.8997506397,359.368296002
41.4558111983,0.632909439,-0.0865083537,2430.60376573,-0.1718881806,-0.29808283,0.9769065571,399.111599183
41.4909195813,0.7465637388,-0.0012347698,4108.0636301,-0.5493398069,-0.2611148027,1.1470705488,378.694211995
41.5650841024,0.5375173542,0.802090542,2766.55014258,0.0134185023,-0.1425288788,1.0323512668,440.150089425
41.3119517381,0.0950279259,0.3235374923,2744.60800257,-0.0117028556,0.0424251505,0.8056373372,420.667552111
41.1370703216,0.4615446437,0.5516762186,1135.24254774,-0.3711425622,-0.6115726368,1.3969930987,248.819286583
40.9789830264,0.1417546872,-0.730990855,5237.22986954,-0.3019429974,-0.2587372092,0.7864740578,250.419155609
41.5734386187,0.4843823952,-0.0619775853,5873.17785299,-0.2748588258,-0.4514709062,0.6686495115,289.318709487
41.0147314101,0.4002058945,0.1318673529,4960.65167221,-0.1538000126,-0.1593354283,0.8641834114,476.55894795
41.1723019148,0.7690686111,0.1896529439,2551.80127186,-0.0936511217,-0.2434761522,0.9255795688,402.281351633
40.9347742516,0.3572583616,0.2705740668,3204.86809648,-0.34959845,-0.3637247979,0.5515011556,292.262499653
41.1711296475,0.5079004758,-0.334337765,11182.4609208,-0.279805126,-0.3519856583,0.8178115773,428.230212162
40.9072603515,0.2559892903,0.2277632587,2981.0900477,-0.5206094353,-0.4169022006,1.094066969,261.106823145
40.920775287,0.2760295197,-0.1271092609,3881.60242985,-0.2832998324,-0.2959576665,0.6660291635,287.749545556
40.9622791115,0.6404938091,0.6070997017,1856.74873227,-0.1324523416,-0.5360997333,0.5621273458,469.358952285
40.9615733755,0.565523026,0.7237871228,3031.11328615,-0.0639101653,-0.3701640499,0.8213391209,465.002553581
40.6571004558,0.2719148816,0.2060411475,6111.0622942,-0.2213709535,-0.3692154583,0.5751851541,295.356308513
40.7937381309,0.262945307,0.6724300496,3075.11345653,-0.0520172647,-0.1368401512,0.7758143128,327.823389018
41.6966023011,0.2577763493,-0.0535556977,2665.20452873,-0.5054216324,-0.3965693737,0.5748653644,313.339048133
41.1846947121,0.4203275059,0.2235400224,3646.53927366,-0.0986413294,-0.1332194656,0.8337704776,340.656450929
40.9350034778,0.2453777218,0.5970023133,3658.77194752,-0.1339766898,-0.4193513763,0.5330818641,342.982119017
42.0183995848,1.0753927407,-0.3369652685,4310.78854793,-0.8363900781,0.1519926834,1.2891149646,487.435237097
40.7419668694,0.4355347891,0.2498257108,4868.48983899,-0.1334111975,-0.152812057,1.2859704477,292.351258696
40.766156303,0.4504758298,0.6361500336,2560.94918468,-0.1422810183,-0.2857584973,0.7999478376,307.096434567
41.0569812889,0.4006295347,0.6583920758,2588.25173353,-0.2111584226,-0.3541630973,0.7526844276,299.102110022
41.4769838906,0.9924584268,-0.2315590857,3163.26157861,-0.7273918732,-0.373221701,0.8935661355,446.636541213
41.2796195672,0.6015726793,0.2520634482,4643.65922638,-0.6098484205,-0.3650419016,1.0061886379,216.840619907
41.3204268022,0.3962999761,-0.0793427391,7118.42807771,-0.192564764,0.0755078269,1.0711221187,498.15132897
40.7798434952,0.3571720142,0.9239450616,3048.79218118,-0.1219184537,-0.3014415437,0.90622556,283.953075521
41.1296992701,0.0091205866,-0.0440570639,9567.48427763,-0.0321899217,-0.0244100387,0.6538688311,640.541795069
41.4179886808,0.3649834051,-0.1422821727,4252.28512221,-0.1006475861,-0.1858991563,1.1696736125,370.653532104
41.0671071161,0.2808656334,0.7507577061,2351.26955795,-0.1894067612,-0.3175672848,0.6733269564,266.710120065
40.8863499053,0.3545646492,0.6557511653,4648.19952212,-0.2435717451,-0.3112336784,1.0587562845,235.964905279
40.6887914678,0.0285764621,0.2992232923,4007.89837256,-0.3371000435,-0.409097653,0.4610631681,208.905247951
41.2332058566,0.6427397308,0.5390257126,1890.10080322,-0.4084964138,-0.3240583221,1.1599675677,325.029802337
41.114287105,0.5416225217,0.470639727,3729.21979274,-0.2220534622,-0.3089482348,0.8545779787,407.788882269
41.3947630103,0.4658048306,0.1624760429,10379.5654332,-0.6228043749,-0.3408506593,1.0570338817,249.465036094
40.7686705398,0.4233451946,0.5653325258,3138.65742903,-0.104244035,-0.2703176853,0.8517695564,315.319278774
41.2444707247,0.4309278949,-0.1349928851,12477.847241,0.0477851062,-0.1543806238,0.8665362634,551.552944348
41.3763583544,0.6593067549,0.0720567967,1936.38693906,-0.5308389022,-0.4415496204,0.9910225086,333.812250435
40.9033511365,0.4553162989,0.2810014347,10800.4683042,0.0067080395,0.0454823645,1.1556393306,240.047083646
41.0506556526,0.6339402982,0.3861681278,2253.89740393,-0.2759967541,-0.2667113444,1.4127507848,361.239762545
41.1755322391,0.7312709254,0.2094194399,2141.01383353,-0.437409693,-0.4038596031,0.7098066891,403.180210597
41.3139558787,0.7118129076,0.27315742,2296.34045725,0.0048640067,-0.0436196594,1.2561829601,299.504946741
41.1972140764,0.6523879831,0.2621285083,5587.61849134,-0.2203998275,-0.3820795026,1.2939861949,272.956620109
